age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
29,Private,96649,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,43047,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3200,0,43,Mexico,<=50K
32,Private,252965,Masters,14,Married-civ-spouse,Tech-support,Husband,Other,Male,0,0,46,United-States,<=50K
71,Private,487880,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,45,United-States,<=50K
30,Private,484756,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
40,State-gov,176416,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
64,Federal-gov,97436,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Dominican-Republic,<=50K
44,Private,129143,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
34,Private,190598,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,5798,0,48,United-States,>50K
28,Private,270365,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Federal-gov,234072,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
39,Private,262956,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,52,United-States,<=50K
40,Private,174224,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,36,United-States,>50K
24,Private,139275,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Private,206944,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,180892,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Male,0,0,30,United-States,<=50K
37,Self-emp-not-inc,236631,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1958,40,United-States,<=50K
49,Private,197501,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
40,Private,123378,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
20,Private,162477,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,2371,40,United-States,>50K
35,Private,84039,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,38,Honduras,<=50K
30,Private,105520,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,43,United-States,<=50K
63,Private,165526,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
44,Private,172926,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K
33,State-gov,380556,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,India,<=50K
51,Private,561038,Masters,14,Married-civ-spouse,Adm-clerical,Wife,Other,Female,0,0,20,United-States,<=50K
64,Self-emp-not-inc,282790,Doctorate,16,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,>50K
37,Private,160091,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
19,State-gov,116835,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
51,Self-emp-not-inc,231970,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,38,United-States,<=50K
30,Private,491895,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,1909,55,United-States,<=50K
44,Private,186746,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Private,161092,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,2264,55,United-States,>50K
39,Self-emp-not-inc,156196,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,50,United-States,>50K
27,Local-gov,85537,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,<=50K
27,Private,181126,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,<=50K
58,Private,87985,5th-6th,3,Widowed,Farming-fishing,Other-relative,White,Female,0,0,40,United-States,<=50K
36,Private,197659,Masters,14,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
39,Private,251800,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
46,Self-emp-not-inc,122194,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,5227,0,38,United-States,<=50K
31,Private,216561,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,7091,0,43,United-States,>50K
31,Private,180253,Assoc-acdm,12,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,40,United-States,<=50K
33,Private,208667,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Italy,>50K
58,Private,123274,Masters,14,Divorced,Exec-managerial,Own-child,White,Male,0,0,50,United-States,<=50K
30,Private,152518,Some-college,10,Never-married,Prof-specialty,Own-child,Black,Male,0,0,45,Cuba,<=50K
61,Private,177671,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,44,United-States,<=50K
63,Private,191280,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
27,Private,256666,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,470332,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K
69,Private,290227,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,Male,7668,0,50,El-Salvador,>50K
36,Self-emp-inc,228404,Assoc-voc,11,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Federal-gov,152798,Doctorate,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,38,United-States,>50K
38,Private,210827,Bachelors,13,Divorced,Prof-specialty,Own-child,Black,Male,0,0,60,United-States,<=50K
45,Self-emp-not-inc,94270,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,England,<=50K
52,Private,235343,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,60,United-States,<=50K
66,Private,256006,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,35,United-States,>50K
58,Local-gov,157887,9th,5,Divorced,Handlers-cleaners,Own-child,Black,Male,0,2371,35,United-States,<=50K
23,Private,52152,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,14790,0,52,United-States,<=50K
46,Private,234216,Prof-school,15,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
30,Private,303767,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,14403,0,63,United-States,<=50K
36,Private,62946,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
26,Private,140463,11th,7,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
31,Local-gov,225992,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
38,Private,317644,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
35,Private,135797,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K
27,Private,209346,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,>50K
32,Private,148054,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,55,United-States,>50K
35,Self-emp-not-inc,100174,Masters,14,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,470569,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
37,Self-emp-not-inc,198104,HS-grad,9,Divorced,Craft-repair,Own-child,White,Female,0,0,50,United-States,>50K
32,Private,256580,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
33,Private,131135,Some-college,10,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,1481,40,United-States,<=50K
33,Federal-gov,99471,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,2185,30,United-States,<=50K
28,Private,148997,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States,<=50K
65,Private,164362,9th,5,Never-married,Other-service,Unmarried,Black,Male,0,0,15,United-States,<=50K
37,Private,419412,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,United-States,<=50K
