age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
23,Self-emp-not-inc,591412,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,51,United-States,>50K
46,Self-emp-not-inc,65561,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
52,Private,418591,Assoc-voc,11,Separated,Prof-specialty,Unmarried,Black,Male,0,0,30,United-States,<=50K
58,Private,691088,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,43,United-States,>50K
36,Private,169811,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K
33,Private,733536,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,27828,0,40,Nicaragua,>50K
22,Private,495763,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
64,Private,576116,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,40,United-States,<=50K
55,Federal-gov,151869,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,42,United-States,<=50K
48,Private,146882,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0,0,26,Jamaica,<=50K
22,Private,618782,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,Philippines,<=50K
37,Private,219448,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,42,United-States,>50K
30,Private,267861,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,2407,0,42,Mexico,<=50K
49,Private,530311,HS-grad,9,Divorced,Sales,Own-child,White,Male,0,0,45,Cuba,<=50K
36,Self-emp-not-inc,643939,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,United-States,<=50K
73,State-gov,349445,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,<=50K
43,Federal-gov,92132,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,>50K
51,Private,141035,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,United-States,>50K
64,Private,889634,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,343232,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,26,United-States,<=50K
77,Private,870155,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
44,Federal-gov,340015,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,11,United-States,<=50K
72,Private,293903,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,31,United-States,<=50K
34,Self-emp-not-inc,740221,HS-grad,9,Never-married,Tech-support,Not-in-family,Other,Male,0,0,44,United-States,<=50K
65,Private,751076,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,52,Philippines,<=50K
26,Private,483638,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States,<=50K
54,Private,518216,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,0,1848,51,United-States,>50K
71,Private,249471,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,32,United-States,<=50K
62,Private,549298,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
76,Private,372161,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
52,Private,632451,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
29,Private,529232,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,<=50K
39,Local-gov,504125,HS-grad,9,Divorced,Other-service,Unmarried,Other,Female,0,0,27,United-States,>50K
34,Private,255113,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
71,Private,655324,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,29,United-States,>50K
69,Private,830004,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Thailand,<=50K
61,Self-emp-inc,399781,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,>50K
51,Self-emp-not-inc,277420,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,69,United-States,<=50K
22,Private,755244,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
63,Private,629805,Doctorate,16,Widowed,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,>50K
53,Self-emp-not-inc,743688,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,52,United-States,>50K
31,Private,67726,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Dominican-Republic,<=50K
52,Self-emp-not-inc,882050,5th-6th,3,Widowed,Handlers-cleaners,Not-in-family,White,Male,0,0,42,United-States,>50K
49,Private,492398,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,44,Thailand,<=50K
36,Private,184136,9th,5,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,0,0,40,Puerto-Rico,>50K
46,Private,255729,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,37,United-States,<=50K
39,Private,586211,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K
27,Private,813005,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K
51,Private,539536,HS-grad,9,Separated,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,>50K
78,Private,399353,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,54,United-States,<=50K
