44,Private,296699,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,32,United-States,<=50K
27,Private,109126,Masters,14,Never-married,Transport-moving,Not-in-family,White,Male,0,0,51,United-States,>50K
37,Private,336717,12th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2231,40,United-States,>50K
38,Private,395715,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,Mexico,<=50K
27,Private,157341,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,38,United-States,<=50K
38,Local-gov,283016,9th,5,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Female,0,0,13,India,<=50K
75,Local-gov,383371,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
53,Private,137143,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,32,United-States,<=50K
25,Private,220615,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
18,State-gov,372394,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,>50K
28,State-gov,197412,12th,8,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,379383,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,239061,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,43,United-States,<=50K
36,Private,253054,Masters,14,Divorced,Craft-repair,Not-in-family,Black,Female,0,0,40,United-States,<=50K
54,Self-emp-not-inc,255062,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,22,United-States,>50K
29,Private,220766,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,State-gov,270672,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,South,<=50K
28,Private,398196,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Iran,>50K
44,Self-emp-inc,125681,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,United-States,<=50K
34,Local-gov,293696,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
43,Private,294793,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,105745,Preschool,1,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,60,United-States,>50K
57,Private,247264,Prof-school,15,Separated,Prof-specialty,Unmarried,Black,Male,5068,0,40,United-States,>50K
28,Private,214013,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
27,Self-emp-not-inc,106136,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
54,Private,195676,Doctorate,16,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Federal-gov,139948,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,Black,Male,3103,0,40,United-States,>50K
64,Private,101524,Bachelors,13,Divorced,Craft-repair,Not-in-family,Black,Male,7688,0,40,United-States,>50K
47,Private,293209,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,48,Columbia,<=50K
44,Self-emp-not-inc,368877,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
43,Private,152169,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,Japan,<=50K
78,Self-emp-inc,109423,10th,6,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,50,United-States,<=50K
53,Private,327831,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,52,United-States,>50K
24,Private,336236,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,33,United-States,<=50K
52,Local-gov,322439,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,343746,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,11,United-States,<=50K
34,Private,392181,11th,7,Never-married,Sales,Not-in-family,White,Male,8614,0,40,United-States,>50K
22,Private,317372,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Female,0,0,48,United-States,<=50K
44,Private,154137,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,China,<=50K
62,Private,192091,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Female,0,0,43,Philippines,<=50K
42,Private,161197,1st-4th,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,41,United-States,>50K
42,Private,311845,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,Germany,<=50K
31,Private,175732,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
35,Private,88572,1st-4th,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,293323,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,United-States,>50K
49,Private,330030,HS-grad,9,Married-spouse-absent,Tech-support,Not-in-family,White,Male,0,0,37,Vietnam,>50K
36,Private,101634,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,35,United-States,<=50K
27,Private,252378,1st-4th,2,Never-married,Adm-clerical,Other-relative,White,Female,0,0,24,United-States,<=50K
40,Private,321435,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
25,Private,214273,Some-college,10,Married-civ-spouse,Sales,Wife,Black,Female,0,0,37,United-States,>50K
34,Self-emp-inc,215880,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
17,Private,181641,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,318895,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States,<=50K
23,Private,221834,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
62,Private,163557,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,50,United-States,<=50K
56,Private,149267,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Female,0,0,38,United-States,<=50K
45,Private,204992,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,Philippines,<=50K
23,Private,123137,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Self-emp-inc,165266,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,17,Dominican-Republic,>50K
24,Private,327785,Bachelors,13,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,32,Cuba,<=50K
32,Private,304894,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,46,Mexico,<=50K
54,Private,307873,Some-college,10,Widowed,Craft-repair,Not-in-family,White,Female,0,0,19,United-States,<=50K
27,Private,356040,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
41,Federal-gov,285735,Assoc-acdm,12,Never-married,Adm-clerical,Other-relative,White,Female,0,0,27,Canada,<=50K
32,Private,82760,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,19,United-States,<=50K
26,Private,90274,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,15,United-States,<=50K
24,Private,325398,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,India,<=50K
36,Private,202432,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,39,United-States,<=50K
24,Private,359676,Some-college,10,Separated,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,80131,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,49,Philippines,<=50K
44,Private,146600,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5060,0,40,United-States,>50K
33,Private,302751,7th-8th,4,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
30,Private,140234,HS-grad,9,Never-married,Prof-specialty,Other-relative,Black,Female,0,0,40,India,<=50K
49,Private,363032,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,45,United-States,<=50K
49,Private,192787,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,25,Taiwan,>50K
35,Private,330302,HS-grad,9,Separated,Priv-house-serv,Not-in-family,White,Female,0,0,30,United-States,<=50K
47,Private,87601,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
36,Private,130304,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,280007,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Female,0,1435,43,United-States,<=50K
46,Private,243425,10th,6,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,119468,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,16,United-States,<=50K
44,Private,320335,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,23,United-States,>50K
41,Private,361255,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,0,0,43,United-States,<=50K
62,Private,366392,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,<=50K
31,Private,194530,Masters,14,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,20,United-States,<=50K
49,Private,351924,Bachelors,13,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,12,United-States,<=50K
40,State-gov,135523,Masters,14,Divorced,Other-service,Unmarried,White,Male,0,0,45,United-States,<=50K
49,Private,273993,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,26,United-States,<=50K
55,Private,178999,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,143797,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,41,United-States,<=50K
22,Private,172580,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,96115,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,204315,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,India,<=50K
34,Private,369378,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,32,India,<=50K
31,Private,340443,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,28,United-States,<=50K
24,Private,350308,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Private,237580,Prof-school,15,Divorced,Sales,Not-in-family,White,Male,0,0,40,China,<=50K
27,Self-emp-inc,280991,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,0,0,60,United-States,>50K
39,Private,154616,Some-college,10,Married-civ-spouse,Sales,Wife,Other,Female,0,0,25,United-States,<=50K
37,Self-emp-not-inc,300305,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
47,Private,351133,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,393868,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,28,United-States,>50K
27,Private,254850,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,Philippines,<=50K
40,Self-emp-not-inc,332429,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,36,United-States,<=50K
21,Private,153906,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K
19,Self-emp-not-inc,287420,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
54,Private,230321,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
31,Private,358343,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
25,Private,148980,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,107326,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,50,United-States,>50K
50,Private,83456,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
18,Private,329842,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female,0,0,45,Canada,>50K
19,Private,340668,Some-college,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,34,United-States,<=50K
27,Self-emp-not-inc,396442,9th,5,Separated,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K
40,Private,114613,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,33,United-States,>50K
21,Private,88727,Bachelors,13,Never-married,Other-service,Own-child,White,Male,0,0,48,United-States,<=50K
34,Private,355605,Some-college,10,Widowed,Sales,Unmarried,White,Male,0,0,42,China,<=50K
53,Private,327739,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,29,United-States,<=50K
51,Self-emp-inc,118894,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
60,Private,295900,7th-8th,4,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,35,United-States,<=50K
55,Private,182705,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,India,>50K
53,Private,222454,9th,5,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States,<=50K
53,Private,113720,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,Germany,>50K
38,Private,112727,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
36,Private,340399,10th,6,Widowed,Other-service,Not-in-family,Black,Male,0,0,48,United-States,<=50K
44,Private,95730,9th,5,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,40,Greece,>50K
36,Private,187596,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,United-States,<=50K
36,Private,91754,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,22,United-States,<=50K
26,Private,204862,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,293595,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,356582,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
41,Private,236965,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,<=50K
22,Private,281592,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,11,United-States,<=50K
43,Private,283131,Bachelors,13,Never-married,Protective-serv,Own-child,Black,Female,0,0,40,United-States,<=50K
36,Private,109055,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,155546,Bachelors,13,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,31,United-States,<=50K
64,Private,171462,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,14,United-States,<=50K
35,Private,315730,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,42,United-States,<=50K
43,Private,337007,Preschool,1,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,>50K
32,Private,383315,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,0,0,36,United-States,<=50K
23,Private,284133,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,17,Mexico,<=50K
49,Private,104986,5th-6th,3,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
54,Self-emp-not-inc,378108,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,<=50K
35,Federal-gov,151931,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K
25,Private,379769,10th,6,Never-married,Sales,Own-child,White,Female,0,0,23,United-States,<=50K
79,Local-gov,287265,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,47,United-States,<=50K
47,Private,122105,Bachelors,13,Widowed,Other-service,Not-in-family,Black,Male,0,0,48,United-States,>50K
71,Private,359921,Doctorate,16,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,England,>50K
35,Private,260815,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,258360,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,<=50K
70,Private,82254,11th,7,Never-married,Sales,Other-relative,White,Male,0,1613,37,United-States,<=50K
43,Private,168345,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,55,United-States,<=50K
24,Private,136863,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,299415,HS-grad,9,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,37,Germany,<=50K
46,Self-emp-inc,213204,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,>50K
19,Local-gov,276343,5th-6th,3,Never-married,Other-service,Other-relative,White,Female,4386,0,51,United-States,>50K
40,Private,184779,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
23,Private,236263,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
35,Self-emp-not-inc,291723,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,United-States,<=50K
28,Private,388741,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,39,United-States,<=50K
18,Private,238299,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,51,United-States,>50K
33,Private,94701,Some-college,10,Never-married,Transport-moving,Own-child,White,Female,0,0,46,United-States,<=50K
18,Private,140257,Masters,14,Never-married,Tech-support,Own-child,Black,Male,0,0,40,Japan,>50K
42,Private,350691,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,1437,0,40,United-States,<=50K
31,Private,332630,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
39,Self-emp-inc,297403,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,37,United-States,<=50K
71,Self-emp-not-inc,259423,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,224453,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
52,Federal-gov,325935,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,16,United-States,<=50K
24,Private,283221,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37,United-States,>50K
52,Self-emp-inc,112216,Prof-school,15,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,India,<=50K
37,Private,340923,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,2281,29,United-States,>50K
24,Private,103352,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,20,United-States,>50K
30,Private,199711,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
42,Local-gov,361939,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,El-Salvador,<=50K
33,Private,259844,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Guatemala,<=50K
20,Private,359790,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Male,0,0,11,United-States,<=50K
43,Private,166833,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,White,Male,2053,0,40,United-States,<=50K
17,Private,368605,Prof-school,15,Never-married,Craft-repair,Own-child,White,Male,4386,0,23,Germany,>50K
24,Private,315814,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
58,State-gov,87967,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,19,United-States,>50K
31,Private,285486,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
31,Private,300735,HS-grad,9,Divorced,Sales,Not-in-family,Black,Female,0,0,55,United-States,<=50K
56,Private,229852,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,20,United-States,<=50K
61,Local-gov,108579,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,209333,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,340732,Assoc-acdm,12,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,22,United-States,<=50K
39,Private,372225,HS-grad,9,Never-married,Sales,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,Mexico,<=50K
32,Private,186980,Bachelors,13,Divorced,Transport-moving,Not-in-family,White,Female,0,0,27,United-States,<=50K
36,Private,192190,7th-8th,4,Never-married,Sales,Own-child,White,Male,0,0,32,United-States,<=50K
31,Self-emp-inc,148574,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Mexico,<=50K
29,Private,137777,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
35,Private,171857,Masters,14,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,49,United-States,>50K
27,Private,167749,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,49,United-States,<=50K
30,Private,199029,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,331447,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,31,United-States,<=50K
64,Private,184039,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,49,United-States,>50K
26,Private,88269,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,29,United-States,<=50K
37,Self-emp-not-inc,172871,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,28,United-States,<=50K
41,State-gov,379481,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
43,Private,162981,11th,7,Never-married,Sales,Not-in-family,White,Male,0,0,33,United-States,<=50K
52,Private,80728,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,146128,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Cuba,<=50K
50,Private,194653,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,Canada,>50K
39,Private,162061,Bachelors,13,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,12,United-States,<=50K
24,Self-emp-inc,330035,Assoc-acdm,12,Never-married,Sales,Own-child,Black,Male,0,0,43,United-States,<=50K
27,Private,158600,Bachelors,13,Never-married,Prof-specialty,Other-relative,Black,Female,0,0,40,United-States,<=50K
53,Private,90403,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
46,Private,111586,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,8614,0,38,United-States,>50K
42,Private,379602,11th,7,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Local-gov,141967,11th,7,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,45,United-States,<=50K
24,Local-gov,160162,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,1902,40,United-States,>50K
43,Self-emp-not-inc,204028,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,47,United-States,<=50K
44,Private,296298,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,State-gov,364735,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,24,United-States,<=50K
26,Self-emp-not-inc,136230,Prof-school,15,Married-civ-spouse,Other-service,Husband,White,Male,0,0,32,United-States,>50K
47,Self-emp-not-inc,205848,Doctorate,16,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,0,10,United-States,>50K
39,Private,378917,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
41,Private,382969,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
63,Private,213487,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,363943,11th,7,Never-married,Protective-serv,Own-child,White,Male,0,0,52,United-States,<=50K
27,Private,246678,Masters,14,Never-married,Adm-clerical,Own-child,White,Female,5086,0,40,United-States,>50K
43,Private,366101,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,34,United-States,<=50K
31,Private,216723,Masters,14,Never-married,Craft-repair,Other-relative,White,Male,0,0,50,United-States,<=50K
24,Private,294207,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Private,139413,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,<=50K
27,Private,165934,Assoc-voc,11,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,>50K
22,State-gov,142421,Bachelors,13,Separated,Transport-moving,Unmarried,Black,Female,0,0,40,United-States,>50K
32,Private,176071,Bachelors,13,Widowed,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
39,Self-emp-not-inc,257285,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
22,Federal-gov,308833,9th,5,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,375046,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,22,United-States,<=50K
53,Private,225823,9th,5,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
44,Federal-gov,289888,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,1977,28,United-States,>50K
39,State-gov,332302,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
