age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
52,Private,219066,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,164575,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Mexico,<=50K
39,Private,234851,Some-college,10,Never-married,Tech-support,Unmarried,White,Male,0,0,40,United-States,<=50K
54,Private,229813,Assoc-voc,11,Widowed,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,251430,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
53,Self-emp-not-inc,270888,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
32,Private,265786,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,Mexico,<=50K
57,Private,343337,Some-college,10,Married-AF-spouse,Other-service,Husband,White,Male,0,0,11,United-States,<=50K
51,Local-gov,253289,Some-college,10,Separated,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
47,Self-emp-not-inc,230988,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,>50K
54,Private,348005,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,7165,0,16,United-States,>50K
54,Private,213404,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,25,United-States,<=50K
64,Private,650618,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,35,United-States,<=50K
52,Private,253003,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
37,Private,130351,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,44,Puerto-Rico,<=50K
36,Private,299121,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,45,United-States,>50K
68,Private,218864,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States,<=50K
35,Private,144157,Some-college,10,Married-AF-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K
25,Private,72723,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,>50K
21,Local-gov,124241,HS-grad,9,Never-married,Craft-repair,Unmarried,Black,Male,0,0,55,United-States,<=50K
34,Private,152005,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,15,United-States,<=50K
23,Private,173890,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,23,United-States,<=50K
29,Private,156474,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
40,Local-gov,282976,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
