age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
57,Private,73632,Bachelors,13,Married-spouse-absent,Sales,Own-child,Black,Female,0,0,40,United-States,>50K
46,Federal-gov,202737,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,45,United-States,>50K
35,Private,204366,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1641,50,Mexico,<=50K
24,Private,220402,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,Puerto-Rico,<=50K
52,Private,177997,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,254820,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
50,Federal-gov,239249,Bachelors,13,Divorced,Protective-serv,Own-child,Black,Male,0,0,40,United-States,<=50K
34,Private,218948,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,>50K
36,Private,232735,Doctorate,16,Never-married,Transport-moving,Unmarried,White,Female,0,0,40,United-States,<=50K
49,Federal-gov,137946,Some-college,10,Married-civ-spouse,Sales,Wife,Other,Female,0,0,40,United-States,<=50K
29,Private,148137,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
36,Private,299316,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,44,United-States,<=50K
51,Private,131290,Some-college,10,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
39,Local-gov,271140,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,35,United-States,>50K
63,Private,298125,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K
44,Private,176641,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,15,United-States,<=50K
31,Private,334565,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,349971,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
38,Federal-gov,171028,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,45,United-States,>50K
24,Federal-gov,161568,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,143834,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,50,England,<=50K
30,Local-gov,139485,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,<=50K
29,Self-emp-not-inc,201554,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,>50K
42,Private,179967,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
44,Private,140012,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
30,Private,175079,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Self-emp-not-inc,492540,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,218309,HS-grad,9,Married-spouse-absent,Sales,Own-child,White,Male,0,2097,40,United-States,<=50K
21,Private,264743,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K
35,Federal-gov,152961,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,149762,10th,6,Divorced,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,0,0,15,United-States,<=50K
39,Local-gov,120914,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
47,Private,235558,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,2283,0,40,United-States,>50K
35,Self-emp-inc,69077,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,55,United-States,>50K
32,Private,188291,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,38,United-States,<=50K
46,Self-emp-not-inc,201785,HS-grad,9,Divorced,Other-service,Own-child,Black,Male,0,0,30,United-States,<=50K
27,Private,277697,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,43,United-States,<=50K
23,Private,196936,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,2010,45,United-States,>50K
41,Private,105302,Some-college,10,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,38,United-States,<=50K
33,Federal-gov,166317,Assoc-acdm,12,Married-spouse-absent,Sales,Unmarried,White,Male,0,0,42,Poland,<=50K
23,Private,279470,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,50,United-States,<=50K
