age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
52,Private,121731,Some-college,10,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,>50K
61,Private,164575,HS-grad,9,Separated,Farming-fishing,Not-in-family,White,Male,0,0,40,Mexico,<=50K
39,Private,234851,Some-college,10,Never-married,Tech-support,Unmarried,White,Male,0,0,40,United-States,<=50K
54,Private,229813,Assoc-voc,11,Widowed,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,251430,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
53,Self-emp-not-inc,270888,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
32,Private,265786,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,Mexico,<=50K
57,Private,87261,Some-college,10,Married-AF-spouse,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
51,Local-gov,253289,Some-college,10,Separated,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
47,Self-emp-not-inc,230988,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,>50K
54,Private,348005,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,7165,0,16,United-States,>50K
54,Private,213404,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,25,United-States,<=50K
64,Private,650618,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,35,United-States,<=50K
52,Private,253003,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
37,Private,130351,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,44,Puerto-Rico,<=50K
36,Private,219213,HS-grad,9,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,38,United-States,<=50K
65,Local-gov,233180,5th-6th,3,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,45,United-States,<=50K
69,Private,209092,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,204587,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
42,Private,95361,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,60,United-States,>50K
29,Private,135133,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Male,0,0,80,United-States,<=50K
32,State-gov,409001,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
52,Private,192868,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,38,United-States,<=50K
58,Private,220948,7th-8th,4,Separated,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
31,Private,249714,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,6772,0,40,United-States,<=50K
56,Private,209126,Some-college,10,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,>50K
55,Private,177084,10th,6,Separated,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
53,Private,190753,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
38,Private,338873,Masters,14,Divorced,Sales,Own-child,Black,Female,0,1748,30,United-States,>50K
39,Self-emp-not-inc,139109,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
28,Private,274282,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,354124,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,70,United-States,<=50K
43,State-gov,86848,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,192726,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,>50K
29,Private,95323,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K
62,Federal-gov,183718,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
43,Self-emp-not-inc,141419,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
31,Local-gov,165775,HS-grad,9,Married-AF-spouse,Priv-house-serv,Husband,White,Male,0,0,40,United-States,<=50K
46,Local-gov,102563,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1380,50,United-States,<=50K
45,State-gov,137880,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,55,United-States,<=50K
42,Private,182714,HS-grad,9,Divorced,Farming-fishing,Own-child,White,Male,33738,0,40,United-States,<=50K
62,Private,276656,HS-grad,9,Married-AF-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
33,Self-emp-not-inc,259583,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Male,0,0,42,United-States,<=50K
50,Private,166021,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,50,United-States,<=50K
49,State-gov,227900,11th,7,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
50,Federal-gov,137071,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
38,Private,223238,Bachelors,13,Separated,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,<=50K
35,Private,241065,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,55,United-States,>50K
60,Private,323492,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
