age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
63,Private,206101,Some-college,10,Divorced,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
19,Private,128876,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,43,United-States,<=50K
54,Private,148530,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Ireland,<=50K
43,Private,114784,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,233596,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,148088,Doctorate,16,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,35,United-States,>50K
65,State-gov,230889,Doctorate,16,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,50,United-States,>50K
23,Private,150892,Doctorate,16,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
46,Self-emp-not-inc,135685,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
23,Self-emp-inc,473547,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,48,United-States,>50K
43,Local-gov,300240,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,40,United-States,>50K
58,Private,266469,7th-8th,4,Widowed,Machine-op-inspct,Other-relative,White,Female,0,0,45,United-States,<=50K
38,Private,168210,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K
52,Private,221882,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,255941,Assoc-voc,11,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,0,0,43,United-States,<=50K
26,Private,115565,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
43,Private,278077,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,1909,50,United-States,<=50K
33,Local-gov,250928,Doctorate,16,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K
57,Private,168009,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
50,Private,85457,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
36,Private,138189,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,35,United-States,<=50K
33,State-gov,287255,Assoc-voc,11,Separated,Sales,Not-in-family,White,Male,5450,0,40,United-States,<=50K
46,Private,119166,Some-college,10,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,42,United-States,<=50K
64,Private,249210,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
42,Private,88989,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
70,Private,237901,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
35,Federal-gov,155514,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,35,Canada,<=50K
51,Private,276648,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,>50K
57,Self-emp-not-inc,176444,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15175,0,60,United-States,>50K
48,Federal-gov,104237,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
29,Private,255648,Assoc-acdm,12,Divorced,Exec-managerial,Other-relative,White,Male,0,0,47,United-States,<=50K
37,Federal-gov,272055,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,<=50K
49,State-gov,181597,5th-6th,3,Divorced,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K
42,Private,182810,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,38,United-States,>50K
30,State-gov,298084,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
42,Private,177142,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1967,20,United-States,<=50K
27,Private,355939,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
28,Self-emp-not-inc,144642,HS-grad,9,Never-married,Exec-managerial,Unmarried,Black,Male,0,0,40,Mexico,<=50K
34,Self-emp-inc,130882,HS-grad,9,Married-civ-spouse,Transport-moving,Own-child,White,Male,5166,0,73,United-States,>50K
