LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
420000,2,1,2,38,0,1,0,1,0,-2,0,0,0,0,216667,299,873,0,1099,0,16444,0,0
90000,2,1,2,39,2,0,0,1,7,7,55014,54232,56578,50841,49784,47901,0,15101,6794,1347,0,2386,1
340000,1,1,1,37,1,0,0,-1,0,1,111254,112882,116021,126678,107884,103302,0,7944,11402,126678,17040,11398,0
210000,2,2,2,33,0,2,0,0,1,0,0,0,198370,184436,168379,163891,480,0,59446,54352,8659,19979,0
140000,2,1,1,38,0,0,0,-2,-1,-1,57961,58449,64629,0,62161,60722,5244,5972,6162,0,62161,60722,0
100000,2,1,1,39,-1,0,2,2,3,2,62958,70719,63431,67148,59103,58844,62958,4686,0,5043,3929,1681,0
30000,2,1,1,41,1,1,2,0,-1,-1,26498,23774,22524,20336,19677,17362,2545,2133,247,6000,19677,17362,1
200000,2,1,2,53,-1,-2,-1,0,0,0,71796,0,64702,68485,62490,64319,71796,0,64702,10872,18504,14890,0
50000,2,2,2,52,-1,0,0,0,-1,-1,0,0,0,19258,20823,20670,2097,708,1761,1903,20823,20670,0
130000,2,2,1,30,-2,-1,1,-1,0,0,0,42959,46246,49293,52909,56855,0,42959,2068,49293,9987,10211,0
10000,1,2,2,21,1,-2,-1,-1,0,0,0,0,0,0,0,-2262,0,0,2628,2324,246,894,0
130000,1,1,2,36,0,-1,1,2,0,0,0,0,0,0,0,59873,925,1659,0,0,1784,6470,0
180000,2,2,1,36,-1,-2,-2,0,0,-1,74592,97,0,94873,85933,92681,74592,0,0,16170,21245,92681,0
150000,2,2,2,26,0,1,0,0,0,0,0,0,58540,52410,53569,50691,1957,0,7951,4734,3460,14429,0
90000,1,1,2,46,1,0,2,2,2,1,49488,57459,58035,65817,57747,53630,3075,4410,3644,0,2992,0,1
240000,2,1,2,38,2,2,2,0,-2,-1,168371,168157,160899,173682,0,166906,15401,9077,0,39373,0,166906,0
140000,2,2,1,21,-1,-2,-2,-1,0,0,127680,0,0,104943,93525,91873,127680,0,0,104943,17433,24109,0
130000,2,2,2,41,-1,3,3,-1,-2,-1,95383,100529,92355,96751,0,80380,95383,0,0,96751,0,80380,1
200000,2,3,2,46,0,-1,-2,-1,-1,0,27106,27799,0,28578,27889,29696,8098,27799,0,28578,27889,4518,0
170000,1,2,2,22,0,2,2,0,-1,-1,178500,178500,169226,178500,168209,166767,37824,2619,0,39994,168209,166767,1
190000,1,3,1,44,0,0,0,0,0,0,50081,54436,60650,57351,56423,52664,9186,12035,9484,10253,7498,11881,0
120000,2,3,2,22,0,1,0,1,-2,-1,18513,17862,18559,15718,137,14885,1374,328,855,0,0,14885,0
100000,2,1,2,31,0,0,0,-1,-1,0,57011,48844,46772,43658,49549,49518,17041,8923,11364,43658,49549,3116,0
20000,2,1,1,28,-2,-2,0,0,-1,0,0,165,10826,10180,9259,8373,0,0,1388,1766,9259,570,0
100000,1,2,1,25,0,0,2,2,3,0,42508,43945,42108,43918,49035,56138,5060,12557,4372,2958,1405,14752,0
100000,2,1,1,26,-1,-1,-2,-2,0,0,0,0,0,98,18506,20211,1814,520,0,0,751,4124,0
50000,1,2,3,27,0,-1,0,0,7,0,19969,19836,21236,22836,23584,22595,732,19836,2421,3559,1015,5148,1
100000,1,2,1,34,1,0,1,0,1,-1,12933,12197,12662,13757,13602,13926,763,3348,687,3409,1459,13926,0
210000,2,1,1,35,-1,-1,-1,-1,-2,-2,0,0,0,0,253,0,2985,192,783,1359,0,0,0
500000,2,1,2,51,1,0,2,1,-2,-2,227595,242320,242503,224454,197,0,25717,17204,24072,3629,0,0,0
190000,2,2,2,29,0,1,2,1,1,0,127257,121739,127663,129713,132841,126994,20891,8243,10424,5723,5846,19269,0
100000,2,2,2,26,0,0,0,-1,-1,-2,-297,45465,43640,40542,40775,0,1465,11691,4864,40542,40775,0,0
20000,2,2,2,29,0,0,1,1,0,0,8303,8960,9681,8635,8963,8669,395,655,265,0,1864,2330,1
300000,2,3,2,38,-1,0,-1,-1,-1,-1,127849,124789,120465,112284,106623,108287,127849,17401,120465,112284,106623,108287,0
300000,2,4,2,38,-1,-1,2,4,-1,-1,315000,315000,315000,310283,295256,259894,315000,315000,0,7289,295256,259894,0
80000,2,1,2,39,0,1,1,-2,-1,-2,15202,14580,14311,0,12541,0,2430,330,0,0,12541,0,0
100000,1,1,2,42,0,0,0,-1,-1,1,23756,25924,22286,20991,19530,21924,4180,6729,4179,20991,19530,0,0
30000,2,2,1,33,0,0,0,-2,1,0,7747,8426,9151,0,9059,8241,1381,1925,742,0,967,1267,0
120000,2,2,1,40,0,0,0,-1,-2,0,70120,77534,79968,83552,111,80068,19407,16104,21114,83552,0,19410,0
50000,1,3,2,21,-1,1,0,0,-1,0,0,0,0,0,18192,15907,198,0,1100,1339,18192,3444,0
100000,1,2,1,23,0,0,0,0,0,0,53516,52992,52205,47783,54746,50031,8677,7329,4128,6511,9642,7405,0
100000,1,1,1,35,-1,-1,-1,-1,0,-1,0,0,0,0,46690,41072,1926,745,987,370,2663,41072,0
170000,2,2,2,41,1,2,2,2,1,-2,0,0,81433,73055,71967,0,0,0,4011,1603,0,0,0
40000,2,1,2,43,1,4,4,3,4,3,19937,21388,22513,20646,20427,21114,1325,0,0,2196,0,1517,0
140000,2,2,2,25,0,0,0,0,1,0,60366,62652,62524,67431,70094,73852,15418,16015,4647,16207,4583,19016,0
240000,2,2,1,26,-2,-2,1,3,3,-1,0,222,140045,141270,135425,134111,0,0,4762,5444,7637,134111,1
200000,2,2,1,39,0,0,-1,-2,-2,1,126506,117258,113201,230,219,108638,19913,18081,113201,0,0,12610,0
80000,2,2,2,49,-1,-1,-1,1,-2,0,65939,69081,63790,57528,0,53790,65939,69081,63790,3353,0,2001,0
