LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
150000,1,2,2,42,-1,0,0,-1,-1,0,0,0,0,93876,98198,94184,1773,658,1876,93876,98198,18705,0
120000,1,1,2,27,1,1,0,0,-1,0,-3275,-3622,-3352,-3534,-3931,-4245,0,0,1322,1617,106,1906,0
100000,2,2,2,21,1,0,1,0,0,1,35910,35443,37542,39019,37833,34230,2935,8130,0,8706,1210,342,0
180000,2,2,2,45,0,0,-1,0,0,-1,42489,40917,40058,35636,35878,32800,3985,4407,40058,10389,7682,32800,0
200000,2,1,2,28,0,0,1,0,1,1,90484,92801,94834,99673,98300,93204,26209,20106,8982,13841,3142,4373,0
80000,1,2,1,38,-1,-1,-1,0,0,0,9954,10671,11527,11374,11291,10088,9954,10671,11527,1474,1106,3022,0
500000,2,1,2,25,0,0,0,-1,3,-1,248515,266951,264568,274546,265068,255585,12946,32124,23656,274546,0,255585,0
300000,2,2,2,23,-2,-1,0,-1,0,1,162,53818,56002,60848,64154,67616,0,53818,13820,60848,12814,3489,0
90000,2,2,2,21,-1,1,0,2,0,2,-772,-782,-773,31037,32892,31429,2054,0,115,399,8068,472,0
330000,1,3,1,29,-2,-1,-1,-1,-1,-2,0,61929,56494,56466,51839,207,0,61929,56494,56466,51839,0,0
100000,2,4,1,36,0,0,-1,-2,-2,0,73538,67017,62461,0,0,45803,18416,19038,62461,0,0,2341,0
170000,2,1,2,31,-2,1,2,-2,1,1,220,102650,115247,41,107569,95653,0,4434,0,0,0,6284,0
140000,2,3,2,37,0,0,0,0,0,0,38732,39862,43433,42987,44157,50721,3531,1389,2591,8138,2379,9478,0
230000,1,2,1,52,0,-1,0,1,0,0,0,0,0,0,0,0,1599,1829,821,0,226,1446,0
100000,2,2,2,49,-1,-1,0,-1,-1,-1,40945,43510,42331,38689,33756,32977,40945,43510,1481,38689,33756,32977,0
100000,2,3,1,37,-2,-1,4,4,4,0,0,-1837,-2013,-1931,-2120,81552,0,340,0,0,0,13748,1
100000,2,2,1,41,-2,2,2,-2,-2,0,0,0,0,0,52,72803,0,0,0,0,0,8395,1
40000,1,1,1,38,0,0,0,1,1,1,5617,5251,5035,4654,4533,5087,1007,628,1490,0,0,408,0
300000,1,1,1,21,-2,-2,0,-1,-1,-1,0,99,68376,60290,60852,62812,0,0,19561,60290,60852,62812,0
30000,1,1,2,21,-1,0,-1,-1,0,-2,24449,20952,17902,15887,15758,0,24449,2365,17902,15887,1747,0,0
100000,2,3,2,45,-2,-2,1,1,-1,-1,0,157,27266,28862,26601,23624,0,0,2067,2799,26601,23624,0
220000,2,3,2,44,0,0,-1,2,1,0,111587,110216,101178,95418,86774,81524,10213,25144,101178,0,7076,4739,1
80000,2,2,2,50,0,0,0,0,0,0,38962,41130,35419,33035,29659,28128,5726,3877,4057,4546,4280,1319,0
500000,2,2,2,41,0,-2,-2,0,-1,0,174187,0,0,182038,194117,212479,23022,0,0,11172,194117,21813,0
150000,1,1,1,40,0,2,1,-2,-1,0,0,0,0,0,65102,67978,1250,0,0,0,65102,15167,0
350000,1,3,2,31,2,2,2,0,0,2,0,140031,142799,150980,167845,180866,0,9660,0,43735,40579,11328,1
170000,1,2,2,43,-1,-1,0,-1,0,-2,0,75630,69037,71206,71265,0,1039,75630,14376,71206,3999,0,0
50000,1,3,2,54,0,0,0,-1,0,-1,16613,18509,16482,14186,15020,14119,2775,2539,3928,14186,1759,14119,0
20000,2,2,1,35,1,1,1,1,0,1,3340,3014,3178,3341,3844,3882,65,241,179,47,1059,265,0
50000,2,2,2,37,1,0,0,0,0,-1,16921,17903,19492,20919,22515,21424,2029,2610,5822,5543,1128,21424,0
150000,2,1,2,41,0,-1,-1,0,0,1,86441,86344,80772,91611,96367,83400,10933,86344,80772,7425,7477,8117,0
190000,1,1,2,39,2,0,0,0,-2,-1,0,112929,111068,110007,0,111985,0,14242,25997,12733,0,111985,1
200000,2,2,2,39,0,0,0,-1,-1,0,30490,29724,33562,34664,31977,34609,3552,3657,2575,34664,31977,2674,0
190000,2,1,2,32,0,-2,2,-2,-2,-2,126889,63,101638,0,0,0,8974,0,4694,0,0,0,0
150000,1,2,2,37,0,0,-2,-2,-1,2,86353,91616,0,0,99579,101762,18518,16279,0,0,99579,10322,1
210000,2,2,2,26,0,0,2,2,3,-2,157637,151792,138278,155790,146639,0,29184,41270,7006,3534,14139,0,0
120000,2,1,2,47,0,0,0,0,0,2,0,0,0,0,58411,65084,1174,999,1538,1062,5263,5470,1
150000,2,1,1,33,-2,-1,-1,0,0,0,0,58117,52885,60027,66272,65068,0,58117,52885,8195,14684,18908,0
80000,1,1,2,26,0,0,0,-2,2,-2,0,0,0,0,45272,0,1759,632,612,0,4947,0,1
100000,2,2,1,39,-2,1,0,-1,0,0,0,12143,12729,13523,14123,14935,0,0,3289,13523,2733,2679,1
120000,1,2,2,42,0,0,0,0,0,0,0,33492,34805,33413,35440,35010,618,7344,2939,8740,10500,3937,0
20000,2,1,2,30,0,0,-1,4,0,0,0,0,0,0,0,9724,1059,1363,2974,0,1346,2211,1
200000,2,1,2,21,0,-1,-1,1,-2,-2,38316,38988,41344,42622,0,0,2908,38988,41344,0,0,0,1
120000,2,2,1,30,-1,-1,1,1,0,0,66497,63239,58654,54236,56474,58059,66497,63239,0,6292,12651,1969,0
80000,1,2,2,50,-1,-1,2,0,-1,0,0,0,0,0,0,71525,1481,272,0,373,1963,19503,0
220000,2,1,2,43,0,0,0,0,0,1,0,0,0,117189,105834,100041,1796,86,806,17961,27977,10556,0
10000,2,3,2,23,-1,0,0,7,7,0,4377,4471,4987,5320,5342,4701,4377,441,1097,240,434,1216,1
200000,2,1,1,26,1,0,0,0,1,2,0,0,0,0,84653,86024,0,1521,444,1510,0,0,0
130000,2,1,2,32,0,0,2,2,-2,-2,0,0,0,0,0,0,616,948,0,0,0,0,0
50000,2,3,1,35,1,-2,-2,-2,-1,-2,10442,0,55,0,9406,0,446,0,0,0,9406,0,0
500000,1,2,2,29,2,2,1,1,0,0,326082,314494,299819,303440,322539,319933,0,35595,9858,0,55330,94906,1
20000,1,1,1,28,0,-2,1,1,-1,0,0,0,0,0,4845,4811,547,0,0,0,4845,1272,0
190000,1,1,2,46,0,0,0,0,0,0,23415,21793,24162,26156,27257,30116,5389,4416,4232,6124,3127,2078,0
130000,2,3,1,46,-1,0,-2,1,0,0,74214,79142,0,84146,73644,71487,74214,5457,0,1084,18863,21171,0
300000,2,2,1,26,2,0,0,0,-1,0,165270,149770,142079,153332,168649,165962,6012,37810,38360,7694,168649,49479,0
190000,1,1,1,25,0,0,0,2,0,0,110527,122259,118222,116582,124004,127734,30312,5943,4899,0,18835,7605,1
80000,1,4,2,32,-1,-1,0,0,0,0,50987,46955,42633,38671,34280,31991,50987,46955,1300,2504,1333,2574,0
200000,1,2,1,44,3,-2,-2,0,0,0,86255,0,0,77355,85045,93200,6806,0,0,18394,17252,27958,0
120000,2,2,2,44,0,0,-2,2,0,0,82696,76004,179,83878,76132,75522,8543,5990,0,8882,19075,3859,0
30000,2,1,2,28,1,0,0,0,0,0,0,0,0,0,0,0,0,1041,831,983,850,149,0
170000,2,1,1,30,0,0,0,0,0,-2,45811,47283,42957,43647,50182,0,10821,4864,12204,7451,10339,0,0
160000,1,2,2,47,2,0,-1,-1,0,0,91103,96597,108424,116522,115028,100354,2625,3912,108424,116522,29881,14640,0
150000,2,2,1,31,1,0,0,0,-1,-1,90801,83755,88822,85474,79601,71723,5973,18415,17620,7932,79601,71723,0
80000,2,1,2,43,-2,-1,1,1,0,0,0,25489,27463,27075,24803,25754,0,25489,0,2552,5242,4905,0
110000,2,1,2,37,1,1,0,8,8,8,68014,64485,70425,74958,69603,71667,4912,0,5535,0,1280,5284,1
100000,2,3,1,37,1,1,0,-2,-2,-1,0,0,0,0,0,27585,0,0,1899,0,0,27585,0
70000,1,2,1,30,-2,-2,-2,1,0,0,0,0,0,22255,21223,21429,0,0,0,709,5365,1203,0
