LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
340000,2,2,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,2,2,1,37,1,0,0,0,0,0,168048,164224,161290,161927,154971,149191,0,8627,115007,80833,13100,5563,1
220000,2,2,2,29,0,0,-1,-1,-1,-1,63113,55935,52728,48826,50972,54186,6425,2333,51091,48030,45342,52666,0
90000,2,3,2,23,-2,-1,-1,-1,-1,-1,34779,35025,35016,32821,34665,35426,0,33006,34499,28928,34424,32436,0
90000,1,2,1,41,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,128,0,0,0,0,0,0
520000,2,2,2,31,-2,-1,-1,-2,-2,-2,58475,53512,44351,48508,48274,35351,0,51230,44337,0,0,0,0
70000,2,3,1,38,0,0,0,-1,-1,-2,10191,9893,9873,9178,8912,8332,661,626,453,9239,9069,0,0
170000,1,2,2,32,0,1,1,0,0,0,156310,155772,153128,152542,145562,150847,165404,7692,3774,3380,12172,2618,1
210000,1,1,2,30,-1,-1,0,-1,-1,0,92310,88767,84594,85138,86466,84479,92747,84377,1477,84711,76498,2249,0
200000,1,2,1,27,-1,-1,0,0,0,0,90283,91319,96357,95733,93284,88289,89849,83816,3082,7444,3466,4822,0
90000,2,2,1,25,-2,-1,0,-1,-1,0,36608,34819,0,32082,31422,30988,0,30886,0,29878,28557,2327,0
430000,1,2,1,28,-1,-1,-2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,2,2,2,22,2,0,-1,0,0,-1,45443,45943,46600,45141,46749,-486,0,5116,46757,18056,19500,0,1
150000,2,1,2,34,1,1,1,1,1,0,112388,114859,114291,111691,110044,109626,970,6803,0,0,0,2444,1
140000,2,2,2,22,0,-2,-2,-1,-1,-1,64726,63874,65125,66298,65384,63961,61256,0,0,60174,66408,61913,0
150000,2,1,1,44,0,-1,0,0,0,-1,93443,93902,93879,91726,93892,91628,68785,88522,6473,23008,5700,85214,0
270000,1,1,1,49,0,0,0,0,-1,-1,123301,122471,121011,119840,117089,112865,7281,4853,4827,11611,103423,111981,0
