LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
50000,1,2,2,30,0,0,0,-1,1,0,20414,19147,20827,19512,18590,18536,726,4330,3892,19512,1918,2287,0
700000,2,3,2,35,0,0,0,2,-1,0,0,0,0,0,394815,363809,722,1544,173,0,394815,42993,1
230000,2,3,1,43,0,0,0,-1,0,0,0,104036,95882,86423,79295,83530,40,22608,11327,86423,2439,7389,0
500000,2,1,2,46,-1,0,-1,-1,0,0,0,138207,152206,141653,136804,142168,2390,6568,152206,141653,16364,20610,0
20000,2,2,1,41,-2,-2,-1,0,0,0,0,0,-1105,6768,6717,5778,0,0,2912,1181,509,697,0
80000,2,1,1,34,0,0,0,0,0,0,43403,39302,37959,43044,47864,50278,2199,4905,9859,8939,3508,3063,0
130000,1,4,1,35,-2,-2,-2,-2,0,1,0,0,134,18,38272,40520,0,0,0,0,10423,4236,0
70000,1,2,2,37,-1,0,-1,0,0,0,31403,35300,31019,30475,28869,25190,31403,3554,31019,5189,2470,1864,0
100000,2,2,2,54,0,1,1,0,0,0,65183,66537,68300,64685,68400,66317,7268,4329,3612,6727,11843,3935,0
140000,2,1,2,27,4,5,1,0,0,0,91545,87269,92838,83501,83123,77486,4498,7153,9239,15243,18015,5144,1
50000,2,1,1,36,0,2,2,2,-1,4,19492,20015,19532,21623,20632,23413,4085,2027,743,1080,20632,2681,1
170000,1,2,2,36,-2,-2,-1,2,1,1,0,0,89152,100874,88196,92669,0,0,89152,2793,0,2548,0
60000,1,3,2,24,1,0,0,2,1,0,39867,39180,36286,35143,34312,37978,3447,8338,8753,2779,922,7134,0
180000,2,2,2,47,-1,0,0,2,0,-1,0,0,0,0,0,0,1529,453,356,0,741,2074,1
490000,2,2,2,40,0,0,0,0,1,0,0,-936,-986,-854,73801,83819,1011,369,1402,43,8756,22661,0
300000,1,3,2,30,-1,0,0,-2,0,-1,144065,149841,149403,0,124445,116460,144065,37569,42161,0,6432,116460,0
290000,2,1,2,43,-1,0,-1,0,0,0,154802,147211,142297,124780,126549,133005,154802,18030,142297,16980,10861,37162,0
150000,1,2,2,21,0,0,-1,0,0,-1,18219,18888,21044,24239,22332,20526,4686,5286,21044,3396,1594,20526,0
110000,2,3,2,47,0,0,1,0,0,-2,43345,38468,35775,33447,33857,0,10439,2125,2059,4626,6127,0,0
90000,2,1,1,31,2,1,0,-1,-2,-1,33391,33311,30673,34084,279,30904,792,0,3017,34084,0,30904,0
80000,2,1,2,53,1,0,-1,0,0,2,-3891,76146,73345,70479,67641,63449,0,13507,73345,20940,2706,6351,0
140000,2,2,3,42,-2,-2,1,1,0,0,0,0,0,0,0,54855,0,0,0,0,697,3552,0
200000,1,2,1,41,-1,-1,-2,-1,2,2,160391,144575,0,140913,157312,158499,160391,144575,0,140913,8193,10745,0
130000,2,1,2,40,-2,0,-1,2,2,0,286,103394,91367,95536,86657,89919,0,28789,91367,0,9797,23639,1
140000,2,2,1,23,2,2,2,1,0,0,114559,109021,98507,85511,86550,84909,12785,0,1097,0,19077,5365,0
60000,1,2,1,38,1,1,0,3,2,-2,25925,23684,26396,27494,25473,86,1687,2553,6986,374,3055,0,1
500000,2,2,1,34,1,1,2,1,1,0,166791,176049,190647,215739,230019,223901,9980,0,0,24839,18656,66381,0
170000,2,1,2,27,1,1,-2,-2,-2,-2,0,0,0,0,80,0,0,0,0,0,0,0,0
160000,2,2,1,37,0,-1,0,-1,-1,0,60968,65763,73548,66664,64319,67353,8914,65763,11385,66664,64319,5704,0
50000,2,1,1,41,-2,2,1,0,0,-1,0,32590,28656,29113,28960,27307,0,1303,2946,3275,8592,27307,0
170000,1,2,1,36,0,-1,-1,0,0,-1,122681,109691,106819,97762,89467,97041,32961,109691,106819,11529,16832,97041,0
110000,2,1,2,21,3,-2,-2,-2,-2,0,0,0,0,0,0,61076,0,0,0,0,0,16667,0
200000,1,2,2,24,0,-2,-1,0,0,0,0,87,122015,111509,117780,114397,1137,0,122015,28223,27108,8821,0
90000,2,2,1,24,-1,0,-1,-1,-1,1,20252,21428,19003,17367,15830,17805,20252,3792,19003,17367,15830,1155,0
500000,2,3,1,28,0,0,0,2,2,2,273072,274795,271923,271926,302058,283409,66720,11360,66597,6104,20903,24963,0
80000,2,2,1,29,0,-1,-1,-1,1,2,0,0,0,0,42901,41867,282,2338,2772,2361,2292,600,1
80000,1,4,1,38,0,-2,1,1,0,-1,35676,0,29247,31920,29191,31024,9374,0,3228,2865,7084,31024,1
200000,1,3,1,23,0,0,0,0,-1,-1,51099,47870,50342,53192,54072,51326,9638,6560,14651,3205,54072,51326,0
50000,2,1,1,26,0,4,0,0,1,2,25991,27690,31493,35979,34203,33794,1211,2319,5654,5198,0,618,1
30000,2,3,1,39,-2,-2,0,0,0,0,245,0,5893,5899,6665,6307,0,0,768,1599,848,384,0
430000,1,2,2,31,-1,0,0,0,0,0,100574,95567,95669,104541,102747,94704,100574,22813,27437,10713,8892,16313,0
100000,1,2,2,25,0,0,0,-1,-1,3,52366,44861,48308,48178,44136,43722,14850,13251,6422,48178,44136,0,1
50000,2,2,1,38,-1,-2,-1,-1,0,0,12883,206,14139,14905,15192,17000,12883,0,14139,14905,1395,1683,0
120000,2,2,2,31,-1,0,-2,-2,-1,-1,60409,67279,0,0,61494,65251,60409,10420,0,0,61494,65251,0
100000,2,2,1,37,0,2,-1,-2,-2,-2,-587,0,0,177,0,265,1421,0,2332,0,0,0,1
260000,2,2,1,55,1,-2,0,1,1,0,106339,0,105863,115008,116169,117689,0,0,20113,13767,0,3819,0
300000,1,2,2,38,1,0,-1,0,-2,-1,194858,210614,225460,209406,0,203398,0,63054,225460,35159,0,203398,0
140000,2,1,1,41,2,2,-1,0,1,2,0,0,76690,74188,70955,74367,0,0,76690,9684,2051,8028,1
170000,2,2,2,32,0,-2,-2,-1,-1,-1,36315,0,0,38074,42150,43740,5453,0,0,38074,42150,43740,0
110000,2,2,2,21,-1,0,0,0,0,-1,17677,18992,17575,15718,15705,14338,17677,3707,5179,1795,4051,14338,0
160000,1,3,1,39,-1,-2,4,0,2,0,94164,0,86733,85079,77209,84168,94164,0,0,11896,0,20202,1
150000,2,2,2,34,0,0,0,0,0,0,136195,133015,140798,129088,117359,110427,27214,12539,27740,35359,23496,3400,0
120000,2,2,1,43,1,0,2,0,-1,3,0,0,0,0,80198,89402,0,1587,0,1806,80198,4714,1
130000,2,1,1,49,2,2,-2,1,0,-1,89592,77810,0,81745,76883,71539,9567,5960,0,1674,21045,71539,0
80000,2,2,1,40,-2,0,0,-1,1,0,0,31748,34166,34060,31306,29751,0,7821,9890,34060,3186,8870,1
100000,1,3,1,26,0,-1,0,-1,-1,0,-3244,-3356,0,0,0,35681,960,2863,1219,1574,989,5122,0
200000,2,1,2,31,1,2,0,0,0,1,103873,113881,111213,115212,106582,112721,5777,2836,7962,18386,18288,1860,1
210000,2,2,1,34,3,2,-1,2,0,0,-2217,-2130,-2117,-1958,-2035,90382,0,0,785,0,496,21174,0
150000,1,2,1,26,-2,0,2,-1,0,0,24,144479,141725,138783,140120,124615,0,9340,14946,138783,22718,12702,0
330000,2,2,2,37,0,1,0,0,-2,-2,214193,231558,248929,219080,0,0,39601,27591,42414,39321,0,0,0
100000,2,1,2,44,2,2,-1,0,-1,-1,53327,48180,49495,42261,44099,42794,6009,3865,49495,7317,44099,42794,1
100000,1,1,2,21,-1,-1,-1,0,-2,-1,40174,38770,38643,42602,0,43707,40174,38770,38643,1401,0,43707,0
200000,1,3,1,26,-1,0,0,-1,-1,0,65381,68222,69969,63300,69687,65272,65381,14218,18442,63300,69687,3428,0
290000,2,1,1,27,0,0,0,0,1,0,61922,54262,59530,58842,60095,59901,8268,14221,16814,5218,3621,14058,0
100000,2,2,2,27,1,0,0,0,-2,-1,0,0,0,0,0,39587,0,6,882,1928,0,39587,0
110000,1,1,2,41,-2,-1,-2,0,0,-1,0,0,0,54573,49867,45858,0,1695,0,13179,3747,45858,0
80000,2,2,1,48,0,0,0,-1,0,-2,0,0,0,48669,49379,0,679,1480,481,48669,4320,0,0
150000,1,4,1,49,-2,1,2,2,1,2,0,71573,74393,69161,70543,69162,0,0,8902,1234,5035,6171,0
20000,1,3,1,43,-1,-1,0,-1,1,2,0,0,0,0,0,0,987,2412,314,1802,0,0,0
120000,2,2,2,30,-2,-1,-1,-1,-2,0,264,43807,40827,46048,0,46059,0,43807,40827,46048,0,9284,0
20000,1,1,1,35,0,0,0,0,0,-1,5567,5390,6187,6337,6457,7484,983,1268,851,582,1306,7484,0
50000,2,2,1,34,0,1,1,0,0,1,31886,31251,33737,30936,31060,30463,2385,3071,3181,8495,5518,1739,0
120000,1,1,1,32,0,-2,2,2,0,3,0,0,0,0,0,0,964,0,0,0,791,0,1
10000,2,1,1,41,0,1,0,-2,-1,-1,3727,3975,3833,0,4258,4642,1085,162,970,0,4258,4642,0
100000,1,3,1,21,-1,0,1,1,-1,-2,70128,75689,72732,63787,56611,255,70128,13917,735,2545,56611,0,0
190000,1,3,1,30,0,2,0,0,1,0,175481,179964,157228,136856,140530,127252,22294,21316,19004,15603,4150,11226,0
50000,1,2,1,32,-2,-2,0,-1,0,0,0,0,21493,21034,18529,19248,0,0,4131,21034,1844,5357,0
70000,2,2,1,46,0,1,2,2,2,1,36211,35672,32726,33045,30210,26165,4268,470,1191,3250,1364,0,0
190000,1,3,1,41,2,2,0,-1,0,0,77207,80113,84260,77705,78192,79913,7955,3853,14550,77705,18147,7870,0
290000,2,1,2,43,0,-1,-2,-2,-2,-2,84420,88292,140,110,0,0,15505,88292,0,0,0,0,1
190000,1,1,2,25,-1,-1,-2,1,1,-1,0,0,0,78904,69527,79656,1400,790,0,0,7076,79656,0
70000,1,4,2,43,-1,1,1,1,0,0,16699,14908,15953,17551,19778,18831,16699,288,0,0,1880,5019,0
80000,1,1,2,35,0,0,0,0,0,1,19107,17891,16556,16564,17167,15248,1452,3738,3406,2330,3140,0,0
300000,1,2,2,43,-1,-1,0,-2,-2,-2,36070,36957,40499,0,0,274,36070,36957,3450,0,0,0,0
50000,2,2,2,37,-1,-1,-1,0,-1,1,22635,23012,22404,23299,24032,25555,22635,23012,22404,3472,24032,0,0
110000,2,2,1,55,1,0,-2,1,1,-2,0,0,0,0,0,0,0,300,0,0,0,0,0
50000,2,2,1,41,-1,1,1,1,0,0,17594,18128,16652,18930,20487,21292,17594,0,1583,0,2954,3649,0
200000,1,1,2,43,0,0,0,1,1,0,0,0,0,0,0,24851,1427,1501,564,0,0,5981,0
300000,2,2,2,21,0,-1,-2,-2,-2,1,75389,69066,0,0,0,59291,16112,69066,0,0,0,0,0
