LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
50000,2,3,1,41,1,1,-1,0,0,0,10385,9765,10584,9787,10260,10301,188,0,10584,469,1898,527,0
100000,1,1,1,36,0,2,-1,2,0,0,0,0,0,0,67632,64421,379,0,2832,0,11874,10784,1
180000,2,2,2,31,0,0,-2,-2,-1,-2,113576,105222,0,269,89082,0,25662,9828,0,0,89082,0,0
250000,1,1,2,26,0,0,-2,-2,-1,-1,0,0,0,0,0,35882,287,323,0,0,2030,35882,0
170000,1,1,1,46,2,1,0,-2,-1,0,87589,76968,73896,0,88739,81675,0,7838,19927,0,88739,8794,1
180000,2,1,2,30,-1,-1,-1,1,1,2,125702,128696,118410,112604,107127,97067,125702,128696,118410,0,5644,3344,1
90000,2,2,2,44,0,1,0,0,-1,-1,45965,41022,40373,41604,36246,34666,4392,3871,10390,4702,36246,34666,0
20000,1,1,1,25,0,0,0,1,2,2,9901,9355,10251,9189,8959,7839,2721,775,2727,160,0,518,0
160000,2,3,2,32,0,-1,-1,-2,-2,-1,73727,71071,67858,0,0,65979,21425,71071,67858,0,0,65979,0
260000,1,1,2,27,-1,-1,0,1,0,0,39000,38921,42651,47944,44053,47969,39000,38921,9543,0,6646,2737,0
50000,2,2,1,21,-1,0,-2,-2,1,2,24016,23235,127,0,21388,20866,24016,6036,0,0,2009,1171,0
190000,2,3,2,41,-1,0,0,0,0,4,100754,104002,100638,95174,105117,98906,100754,5790,22475,25743,17184,11376,1
130000,2,2,2,46,0,0,0,0,-1,-2,38742,36746,38016,39233,37497,0,6629,3050,9726,3343,37497,0,0
380000,2,2,2,30,-1,0,0,0,-1,0,166775,172345,168706,159962,155086,147618,166775,27211,28981,8931,155086,40408,0
60000,2,2,2,40,1,1,-1,-1,-1,0,41269,41892,39113,40440,40205,38051,2425,623,39113,40440,40205,8049,0
300000,1,2,1,27,1,-1,1,0,0,1,56545,60213,59770,54101,47458,49107,2175,60213,2701,10318,10763,2964,0
160000,1,3,2,38,0,0,0,0,0,0,82530,77956,77588,73426,77960,78955,16453,16996,11482,13665,9775,6673,0
160000,1,3,2,38,-2,-1,-2,-1,-1,0,123,39996,0,35290,37218,39136,0,39996,0,35290,37218,1914,0
40000,1,1,1,21,1,0,0,0,-1,-1,13885,11991,11565,10780,9660,9364,969,2111,2989,1572,9660,9364,0
130000,2,1,2,28,-2,-1,2,0,0,0,0,55339,60651,57504,57524,56523,0,55339,7186,10181,3271,1977,0
150000,1,1,2,26,0,0,-1,0,0,1,22780,23693,25087,23366,24725,26895,4988,5100,25087,4900,3261,2695,0
160000,1,2,1,45,1,-1,-1,-2,-2,1,30937,26769,28236,188,0,25048,866,26769,28236,0,0,473,0
50000,2,2,1,28,3,3,2,0,-1,-1,0,0,0,0,0,24585,0,0,0,1501,1059,24585,1
