LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
160000,1,2,2,31,0,-1,-1,-1,-1,-1,74743,71942,73989,72080,69812,66958,5299,72834,74990,64389,69300,64811,1
350000,1,2,1,22,-2,-1,0,0,0,0,0,183599,181768,176229,177885,184311,0,175511,185703,6178,2536,12566,0
50000,1,3,1,56,-1,-1,0,0,-1,0,8795,8447,8313,8504,7801,6698,7906,7688,842,3434,7928,481,0
120000,2,2,2,41,-1,-2,-1,-1,-1,-1,44907,43623,42345,42680,44418,44874,43117,0,38303,41460,43227,45741,1
380000,2,2,2,47,0,2,3,1,0,0,276981,283887,278105,273651,272072,274050,48004,0,0,1650,50964,18270,0
490000,1,2,1,38,-1,0,0,0,0,0,233967,227426,215313,215960,221659,223958,211587,40452,9032,12710,14914,13239,0
10000,2,3,1,43,-1,0,0,0,0,0,7197,7131,7141,6839,6925,6922,6885,348,608,3214,334,700,1
80000,1,1,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0
50000,2,3,2,38,0,0,0,0,0,0,11599,11669,11155,11506,0,10309,746,943,379,401,0,617,0
60000,2,2,2,39,0,-1,-2,-1,-1,-1,17332,15991,0,15773,15808,15051,1411,15521,0,15605,15416,13397,0
180000,1,1,2,49,0,-1,-2,-2,-1,-2,85914,87234,0,84177,81845,0,2908,88687,0,0,77782,0,0
250000,2,2,1,38,0,1,0,0,0,0,106279,102152,100153,98259,90856,0,7558,0,4780,7102,2088,0,0
180000,2,1,1,43,-1,0,-1,-1,-1,0,161075,158971,154964,154649,152525,154347,142552,9409,138357,149263,150562,9220,0
310000,1,2,2,27,-1,0,0,-1,-1,0,201165,198257,194878,185960,187913,182923,188634,162168,8634,178517,181358,41558,0
110000,1,1,1,44,-1,-1,-2,-1,-1,0,15354,13996,13299,14143,15178,12897,14465,13378,0,13776,14452,140,0
220000,2,2,1,45,0,0,0,0,0,0,119112,116726,112974,108024,108198,111208,4993,101703,123706,4503,7277,3155,0
480000,2,2,1,36,-2,-2,-2,-2,-2,-1,0,303147,305796,301253,302094,299942,0,0,0,0,0,303335,0
80000,1,2,2,51,0,0,0,0,1,1,18783,17481,14210,14876,15737,15011,214,912,1147,484,0,866,0
360000,2,2,2,44,-1,-1,0,0,-1,-1,111151,111983,106136,105604,0,97650,102351,103728,109127,6051,0,91812,0
60000,2,2,1,38,0,1,1,1,1,2,45985,47030,45841,44364,43128,43214,3684,505,1479,1619,628,905,1
100000,2,3,2,28,0,-2,0,0,0,0,72268,70748,70548,68028,68118,69479,5106,0,3052,1966,6752,2499,0
200000,2,2,2,27,0,-1,-2,-1,-1,-1,32235,31822,0,26315,23823,23404,767,28530,0,26362,22674,21491,0
20000,1,2,1,36,0,-1,-2,-1,-1,-1,15162,15359,14895,14388,14684,14796,1235,14969,0,13593,14852,13881,1
290000,1,2,1,26,-2,-1,0,-1,-1,-1,0,119554,115579,114503,111270,0,0,116774,3837,114051,105407,0,0
90000,2,3,1,53,-1,0,0,0,0,0,26936,26830,26007,26226,26043,26141,24864,4255,2662,1243,472,1995,0
