LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
80000,1,1,2,34,0,1,-2,-1,-1,0,17310,16337,0,18059,19728,21110,4649,1347,0,18059,19728,1609,0
50000,2,2,2,33,-1,-1,0,0,0,0,28415,29183,28479,28965,29613,26482,28415,29183,1241,1285,2310,1165,0
90000,2,1,1,35,1,0,0,-1,-1,1,15192,14272,15004,13962,13017,12080,600,785,1826,13962,13017,1146,0
90000,2,2,2,38,-1,0,0,0,0,-1,35015,34255,36341,36458,34524,32716,35015,7793,9680,2657,8873,32716,0
310000,2,4,1,25,1,1,0,3,2,0,126462,126352,135837,137160,146601,158574,2101,4388,26342,0,15403,9171,1
50000,1,1,2,33,0,0,1,1,0,1,0,0,0,0,0,0,1786,1935,0,0,1363,0,1
160000,1,3,1,40,0,0,2,1,1,-2,82651,76038,77897,79492,70787,0,18291,17994,0,1318,0,0,0
140000,1,2,2,26,-1,0,0,-1,-1,1,74560,79093,79675,88977,90377,84495,74560,7366,22954,88977,90377,9663,0
30000,2,2,2,36,0,1,1,0,0,0,6392,5665,5464,4707,4753,4264,1484,360,469,494,948,827,0
100000,2,3,2,40,0,0,-1,1,0,0,71730,67213,65744,62573,56820,57847,9005,8769,65744,1447,10136,10960,0
220000,2,2,1,37,0,0,-1,2,0,0,168628,178797,165691,146420,167471,169996,34783,10015,165691,0,36196,37978,0
130000,1,1,1,48,-2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,606,1402,0,0
100000,2,2,2,43,-1,-1,0,-1,-1,-1,64189,64507,60764,54068,48139,52288,64189,64507,6511,54068,48139,52288,0
260000,2,2,1,38,1,0,-1,-1,0,0,131323,132440,121910,119877,107910,92839,4652,28298,121910,119877,30969,17088,0
50000,1,2,2,39,3,0,0,0,-1,1,35242,33231,31694,31681,31286,30530,1128,5661,5788,8233,31286,0,1
160000,1,2,1,21,0,-2,1,-1,0,1,-1212,0,0,0,83426,74185,72,0,0,1283,14696,6489,1
100000,1,1,2,35,0,0,-1,-1,-1,-2,70636,64187,66300,65005,64117,0,20795,10093,66300,65005,64117,0,0
90000,2,2,1,51,0,0,2,2,2,0,0,62932,61691,58818,64684,68670,1173,8019,0,3324,3571,12577,0
360000,2,1,2,32,-1,-1,0,0,0,-1,0,92021,90450,83890,75600,72242,1339,92021,16016,14708,6695,72242,0
90000,1,1,2,38,-1,0,0,0,-1,0,14135,12311,11209,12583,13053,12195,14135,2381,3239,3231,13053,782,0
20000,2,1,1,38,-1,-2,0,0,0,0,3323,213,2854,2706,2378,2330,3323,0,438,357,591,302,0
60000,2,2,2,21,-1,0,0,-2,-2,-2,10515,9754,11104,8,0,0,10515,1775,926,0,0,0,0
90000,2,1,1,34,1,1,0,0,0,0,48593,45056,44495,45737,45583,41940,5404,0,4879,1747,2746,12286,0
60000,2,1,1,53,1,1,0,0,0,0,-3322,-3436,-3151,-2740,-2942,41252,0,0,1291,1428,1228,3476,0
130000,2,2,2,23,-1,-1,-1,0,2,0,101196,100916,107672,98008,95713,98561,101196,100916,107672,25266,0,21843,1
110000,2,2,2,43,0,-1,0,0,-1,-1,0,0,0,0,0,66253,1091,1825,419,1654,1143,66253,0
270000,1,1,1,21,-1,2,1,-1,-1,0,171567,162771,154166,165350,152051,159023,171567,18736,4795,165350,152051,45941,0
110000,2,1,1,34,0,-2,-1,1,1,0,26863,0,27244,26661,27764,25466,5197,0,27244,2525,3252,6099,0
310000,2,2,2,34,-1,-1,0,2,-1,0,162518,173424,159342,141540,158127,147775,162518,173424,19383,0,158127,28197,1
110000,2,2,2,34,0,-1,1,-2,-1,0,23524,24165,22875,0,18330,15614,3923,24165,389,0,18330,3517,0
120000,2,2,1,21,1,1,0,1,0,0,52274,57828,51087,48018,45782,49453,1616,0,9700,5125,3131,8451,1
100000,2,2,2,26,-2,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,1381,1368,1247,1
130000,1,1,2,39,0,-2,0,-1,0,0,43550,0,45702,48132,45168,45619,6508,0,11632,48132,10369,7554,0
200000,2,1,1,26,0,-1,-1,-2,-2,-2,0,0,0,0,0,0,1379,239,2715,0,0,0,0
200000,2,1,2,43,5,5,3,1,-1,-1,99431,95431,91657,88227,93011,83719,9843,1358,4023,4093,93011,83719,1
90000,2,2,1,40,-2,0,-1,0,0,0,0,55077,55647,47184,49747,47354,0,7832,55647,8267,8875,7458,0
150000,2,3,2,21,2,4,2,0,0,0,106119,101174,113525,111743,112466,120142,3008,0,3059,3372,21112,24990,1
100000,2,1,2,35,0,2,2,1,0,-2,0,0,0,0,0,0,1153,0,0,0,1037,0,1
50000,2,2,2,35,0,-1,0,0,-1,0,32157,29505,26058,28753,27855,26188,1280,29505,5933,1551,27855,4443,0
160000,2,2,2,22,1,1,-1,0,4,3,126099,115016,108714,99061,100245,91565,7773,13703,108714,9385,0,4136,0
110000,2,3,2,41,-2,-2,-1,-1,1,1,0,0,16462,16591,15737,15104,0,0,16462,16591,1521,545,1
80000,2,2,1,31,1,1,2,2,0,0,0,0,54291,48677,47845,42304,0,0,2206,2490,8254,3358,0
50000,1,2,1,35,0,-1,0,1,0,0,0,0,0,0,0,17744,1566,944,1295,0,1917,5199,0
10000,1,2,2,36,-1,0,-1,0,0,1,5894,6219,5422,4919,4357,4703,5894,800,5422,836,227,61,1
210000,2,2,2,58,0,0,-1,-1,0,1,144226,152066,137271,133334,121125,121497,5326,21726,137271,133334,4620,13708,0
210000,2,2,1,42,0,0,0,-1,0,2,197382,167326,145736,158600,150118,156289,11399,29344,10033,158600,15109,0,0
30000,2,2,2,29,1,0,1,1,-1,-1,13598,13386,13387,13758,13091,12015,1507,2876,1195,1379,13091,12015,0
180000,2,2,1,31,1,0,-1,2,1,0,56517,64916,68575,71795,69254,71484,5932,10323,68575,2712,0,5228,0
200000,1,3,2,43,0,0,0,0,0,1,89352,96827,95814,90395,103909,110827,17717,15817,16090,4587,6908,0,0
160000,2,2,1,21,0,0,0,0,0,0,59890,57196,53873,52462,47648,46902,2600,6647,2806,7825,4672,2071,0
150000,2,1,1,27,-1,0,-1,0,0,0,-849,-795,-889,-901,49677,48661,944,249,1293,1541,8635,8173,0
240000,1,2,1,40,2,4,5,5,-1,0,190293,181944,191634,201700,214599,208353,18655,10982,20831,2579,214599,23924,1
70000,1,1,2,33,-1,0,2,0,0,-1,35254,32851,34317,32128,29721,31350,35254,6066,3033,7578,1529,31350,0
300000,2,1,2,39,-1,-1,0,-2,0,-1,75735,73180,78273,0,87672,84558,75735,73180,11474,0,17515,84558,0
200000,2,1,2,23,0,0,0,1,2,2,76649,71600,81135,89495,99089,94403,14084,13692,23282,10353,2861,2208,0
200000,1,2,2,38,-1,-1,-2,0,0,0,49030,50981,225,43025,47966,48413,49030,50981,0,12797,8162,2358,0
70000,1,3,2,40,-2,1,0,-1,-1,-1,89,9570,9519,9742,10872,10990,0,861,2009,9742,10872,10990,0
50000,2,2,2,36,0,0,0,0,-1,-1,8759,8115,7276,7409,6616,6074,915,639,366,368,6616,6074,1
130000,1,2,2,21,-1,0,0,-1,-1,0,-1263,-1089,-1166,-1064,-1178,44556,2088,803,520,1668,2194,11905,0
250000,1,1,2,37,0,0,2,2,2,-1,0,0,0,0,0,0,1608,949,0,0,0,2945,0
210000,1,2,2,39,-1,0,-2,-2,-1,-2,51323,52383,237,0,42102,0,51323,1585,0,0,42102,0,0
110000,2,1,2,42,2,-2,-1,0,0,0,77834,0,80558,75583,67405,71759,5437,0,80558,9843,15210,12777,1
120000,1,1,1,39,1,0,0,0,-1,0,31605,32289,32248,29316,31346,28797,758,3227,2137,3103,31346,7164,0
90000,1,1,2,22,0,-1,0,0,0,0,44978,41496,39373,40255,37866,38971,12437,41496,1887,1517,7222,3450,0
130000,2,2,2,43,0,0,0,1,1,0,14839,14280,14396,14635,14211,14865,3701,3741,4315,366,1525,3939,0
110000,2,2,1,29,0,0,2,0,0,0,0,0,0,0,65769,56609,150,1315,0,767,10208,14590,0
110000,1,1,2,47,-2,1,1,1,0,0,0,72228,62074,57796,53750,49871,0,1130,819,1656,3826,7448,1
320000,1,2,1,37,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1553,2403,1084,519,787,43,0
90000,2,2,1,41,1,0,-2,0,1,1,33228,35004,0,42339,38101,41764,1790,9300,0,5837,1593,3418,0
120000,1,2,2,47,-1,-1,-1,-1,-1,-1,5113,5161,5274,5152,5000,4587,5113,5161,5274,5152,5000,4587,0
120000,2,2,2,49,0,0,-2,-2,0,0,16326,17319,191,0,17830,17758,2753,4970,0,0,1040,4785,0
230000,2,2,1,25,-1,1,-2,-2,-2,-2,54508,50588,0,231,0,0,54508,4307,0,0,0,0,0
30000,2,2,2,41,0,1,0,-1,0,0,16619,16702,16928,16035,16369,15192,1820,1299,3607,16035,4492,2478,0
90000,1,3,2,41,-2,-1,-1,0,0,0,0,22734,21491,22960,25750,27858,0,22734,21491,3363,7711,7308,0
100000,2,2,1,26,-1,1,0,0,0,0,56315,50982,44770,44614,45821,42659,56315,1014,12125,2789,3792,4066,0
300000,1,1,2,36,2,2,1,1,2,-1,157013,161929,166668,183105,193221,184774,5773,0,0,7716,22683,184774,1
100000,1,1,1,39,0,2,1,2,0,-1,65663,57771,57187,52449,49932,48648,19200,0,4057,3723,7554,48648,1
300000,2,2,2,52,1,0,0,0,-1,0,174788,149345,143515,141306,159758,146100,15013,42201,34626,13910,159758,21781,0
630000,1,2,2,31,1,0,-1,0,-1,0,378232,352107,347002,345949,305988,302366,0,64662,347002,36158,305988,67618,0
70000,2,2,2,29,0,0,1,1,2,1,55797,55325,51076,45873,40746,38495,2668,16180,5631,3529,0,2990,0
90000,2,3,2,25,0,0,-2,-1,0,0,18816,17256,0,18269,17145,17052,2634,3403,0,18269,2175,4439,0
180000,1,1,2,31,1,0,0,-1,-2,-2,0,0,0,0,0,0,0,1644,1115,2866,0,0,0
500000,1,1,2,53,0,1,1,1,0,0,254057,291156,332481,306527,291307,261866,73076,16109,9440,18141,28509,55095,1
110000,1,2,2,47,1,1,1,2,1,0,41956,38306,41607,43384,41610,41368,2614,3071,0,3747,3258,8867,0
210000,2,2,2,22,0,-1,0,0,0,-1,111929,107757,100254,101112,110828,99555,19508,107757,16688,20103,31533,99555,0
200000,1,4,2,35,0,2,0,0,0,0,182530,188713,172898,176192,188257,187501,36470,11285,22678,7768,37371,52621,1
300000,2,2,1,31,-1,-1,-1,-1,0,1,89376,84521,75191,77454,76437,76357,89376,84521,75191,77454,3768,1202,1
90000,2,2,2,30,2,0,0,1,0,5,73976,68041,73997,69475,64473,59426,7618,8761,19806,3965,2562,7076,1
260000,2,1,2,26,2,-1,-1,-1,-1,2,252269,233278,211870,200667,187319,198312,19460,233278,211870,200667,187319,10892,1
340000,1,2,1,31,1,0,-2,-2,-2,-1,158652,157565,0,273,224,168272,14028,42739,0,0,0,168272,0
190000,1,1,1,33,0,-1,0,0,-1,-1,115742,112173,106016,100729,96767,91102,21715,112173,20145,27641,96767,91102,0
200000,2,1,2,49,-1,-1,0,0,0,2,155980,151285,145363,129648,112210,103030,155980,151285,24309,30512,29491,12074,1
50000,1,1,1,37,0,0,0,0,0,1,38809,36076,35165,36278,34554,32616,7067,3732,7416,4308,1080,3072,0
80000,2,2,1,33,0,1,-2,0,1,0,26373,25385,0,26052,26102,23986,5141,621,0,3842,2882,2598,0
140000,2,2,1,28,1,0,-1,0,0,0,71994,72622,67537,65255,61455,60356,7380,9819,67537,3692,8350,10715,0
320000,1,1,1,37,-1,-2,-2,0,1,0,79682,290,120,79111,75884,77863,79682,0,0,19953,0,14088,0
80000,2,1,1,25,-1,0,0,3,-1,0,41260,42924,45721,47158,47918,45346,41260,2797,12400,4816,47918,12827,1
10000,1,1,2,26,1,0,0,2,1,0,4997,4532,5070,4880,4919,4829,0,219,1196,564,516,610,1
50000,1,2,1,34,0,0,2,2,2,0,35621,33255,29599,31262,30490,34798,1630,8259,1744,2898,1711,3034,1
90000,1,3,2,38,2,1,2,0,1,0,39029,38389,37556,39463,38929,42068,0,1715,2230,4355,0,1781,1
170000,2,1,2,22,-1,0,0,-1,0,0,75482,73153,69643,67523,62924,65705,75482,8135,8001,67523,1999,4999,0
10000,2,3,2,36,-2,-2,-1,0,0,0,0,0,4302,4658,5052,5733,0,0,4302,1341,1337,1383,0
300000,2,1,2,33,0,2,2,1,-1,0,205667,186866,204074,193939,194291,184379,38660,4262,0,5968,194291,14840,0
130000,2,2,3,33,0,0,0,0,0,-1,58579,66478,69296,63399,62359,65963,10157,8501,13127,4663,10921,65963,0
100000,2,2,2,29,0,-2,3,3,0,0,47233,93,50595,45917,41912,46347,7804,0,0,3799,6817,10483,0
130000,1,2,1,22,0,0,1,1,1,-2,55626,52564,53215,54643,46894,238,7432,8189,2646,3810,3280,0,0
270000,1,2,2,38,0,0,0,0,0,0,69952,65630,64289,66457,64993,60886,11230,10212,5121,15286,13086,7736,0
110000,2,3,1,41,-2,-2,0,0,-1,-1,0,0,0,0,0,0,0,0,1792,861,587,574,0
130000,2,1,2,44,1,1,1,1,0,0,0,0,0,0,0,27127,0,0,0,0,450,2743,1
100000,2,2,1,35,-2,1,1,1,0,-1,0,0,0,0,25796,23643,0,0,0,0,6246,23643,0
180000,2,2,2,33,0,1,-2,-1,-1,-1,45066,47098,0,49097,49775,54104,7262,770,0,49097,49775,54104,0
220000,2,2,1,32,-2,-1,-1,-1,-1,0,127,40126,36130,35363,30957,32018,0,40126,36130,35363,30957,6278,0
60000,2,1,2,38,0,2,1,0,0,0,0,0,0,0,24385,25682,475,0,0,1842,793,7017,0
230000,1,2,2,34,-1,0,1,1,0,0,118729,114419,128140,123597,123454,110971,118729,22731,0,5818,16249,33005,0
100000,2,1,1,35,0,0,2,-1,0,0,101032,88353,76983,70512,75870,74426,13265,17721,4331,70512,3810,4181,1
120000,2,3,1,37,0,0,-1,-2,-2,0,0,0,0,174,0,30186,977,323,461,0,0,3492,0
170000,1,2,2,43,0,0,-1,-2,0,0,91010,82026,76287,0,84513,77388,15025,14169,76287,0,13151,21447,0
80000,2,2,2,27,-1,-1,0,0,0,0,35532,33714,28705,29415,29544,32634,35532,33714,5533,3165,5063,5148,0
200000,1,3,1,42,0,3,2,0,-2,-2,128231,116560,119189,105272,0,263,13633,0,4754,18716,0,0,0
120000,2,1,1,24,0,0,0,-1,-2,-1,71455,71860,69833,74721,0,66413,3712,3886,16594,74721,0,66413,0
200000,1,1,2,30,0,0,-1,-2,-2,2,82084,90372,97841,0,0,104085,17012,22451,97841,0,0,11395,0
70000,2,2,2,24,-2,0,0,0,1,-1,0,42375,39619,34739,38747,38730,0,1910,6999,1379,4325,38730,0
130000,2,2,1,33,-1,-1,0,1,0,1,66078,67702,58722,59181,63386,54835,66078,67702,13679,0,17976,6562,0
50000,2,1,2,23,0,-2,0,1,0,8,30576,0,27101,25042,22769,24624,9160,0,7597,2060,1080,812,0
240000,1,4,2,28,-1,0,-1,0,0,0,0,0,63849,67423,74052,76024,309,132,63849,8350,4474,8733,1
290000,2,2,2,42,0,-1,-1,0,0,0,52164,52981,51260,52052,56844,51341,8355,52981,51260,6347,9088,11844,0
140000,1,2,2,32,1,0,0,0,0,2,102815,104429,94775,94578,83646,83779,6565,12553,3973,20285,24607,6673,0
360000,1,3,1,39,1,0,0,1,1,1,161485,162311,144996,150418,156425,166060,14653,38445,31550,7855,3091,16552,0
10000,2,1,1,49,0,0,0,0,0,3,4861,4859,4487,4378,4728,4764,265,203,1131,462,694,109,1
50000,2,1,2,49,-1,-1,-1,-2,2,2,30691,31988,35093,0,33126,35327,30691,31988,35093,0,447,1415,0
180000,2,2,2,50,0,-1,0,1,0,2,121449,104654,100936,111494,124197,129054,31163,104654,3870,7568,20006,6771,1
30000,2,2,1,34,-2,-2,0,0,2,1,0,0,27272,28142,25483,23454,0,0,6114,4873,2448,0,0
120000,2,1,1,21,0,-2,0,0,-1,0,80130,180,80897,77691,83160,76165,18274,0,10712,14396,83160,6426,0
140000,1,3,2,32,0,0,0,0,0,0,37360,40451,41787,39527,34368,32072,5572,8734,4837,10420,6236,9165,0
140000,1,2,1,30,-1,0,2,0,0,0,0,0,0,0,93584,82897,719,1095,0,1979,11518,23974,1
80000,1,2,1,33,1,-1,-1,-1,-1,-2,-3039,-2791,24894,25939,24521,65,0,236,24894,25939,24521,0,0
50000,1,2,2,24,-1,0,-1,-1,-1,0,5719,6481,7067,6843,6361,6484,5719,660,7067,6843,6361,1149,0
60000,2,1,2,32,-1,0,0,-2,0,-1,16720,16049,15642,0,18478,18888,16720,842,1810,0,2367,18888,0
50000,1,3,2,34,0,0,0,1,0,0,12286,11844,13496,15262,16318,17796,1813,2182,2763,952,2642,2074,0
170000,1,3,1,37,0,0,-2,-2,-2,-2,0,0,0,0,223,0,884,1586,0,0,0,0,0
110000,2,1,1,29,2,1,1,1,-2,-1,82366,83102,91120,81347,0,79440,0,3644,5964,0,0,79440,1
360000,1,3,2,45,-2,-2,-2,-1,-1,-1,0,0,0,69816,65153,62180,0,0,0,69816,65153,62180,0
30000,2,2,2,47,0,0,0,2,2,-1,15667,16881,14607,14938,16790,16752,1107,3843,951,476,1203,16752,0
220000,2,1,2,49,-1,2,0,2,2,-2,0,0,0,0,172178,138,2812,0,1589,0,10044,0,1
