LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
150000,1,1,2,21,0,0,0,0,0,0,35915,35430,37508,32167,30438,28275,1276,9372,6518,3423,3391,4587,0
150000,2,2,1,37,2,2,1,0,0,0,51584,48230,50654,55338,50632,52770,0,544,5795,4157,12307,8801,1
100000,2,2,2,35,0,0,-1,-2,2,0,74828,71805,64132,0,55628,58403,13552,16029,64132,0,6170,14464,1
50000,1,1,2,47,0,-1,0,1,0,-2,28179,31163,28302,26186,22793,0,6206,31163,2675,479,3976,0,0
10000,2,3,2,33,-1,-1,-2,-2,-1,1,0,0,0,0,3655,3475,278,1713,0,0,3655,274,0
140000,2,2,2,35,2,-1,0,5,0,0,111857,109415,124122,126886,112332,116599,3034,109415,27359,11613,32783,34834,1
120000,1,1,2,38,-1,-1,-2,-1,0,-1,0,0,0,20415,20921,18058,2661,346,0,20415,2980,18058,0
150000,2,2,1,30,0,0,0,0,-1,-1,42271,42209,40701,34729,35797,36621,5161,11260,11853,8679,35797,36621,0
20000,1,3,2,30,0,-2,0,1,0,0,7627,0,8419,8769,7978,8270,357,0,2240,373,765,1457,0
140000,1,2,2,45,0,0,-1,-1,2,-2,118524,116409,105330,104239,111239,182,6788,21621,105330,104239,11284,0,0
90000,2,2,1,24,0,1,0,1,1,2,42527,39412,36651,38661,40542,40461,10462,4130,2153,0,1102,0,0
230000,1,1,1,25,0,-1,0,-1,2,2,-6065,-5424,-5079,-4522,125465,140210,1939,948,338,576,5244,0,0
320000,1,2,1,24,0,2,2,0,1,1,180386,168549,161984,161958,148113,134289,50157,19569,0,18325,9993,6799,0
100000,2,3,2,31,1,-1,-2,-1,-1,0,26669,24911,174,27883,26254,27311,0,24911,0,27883,26254,5006,0
130000,1,3,1,40,-1,0,2,0,-2,0,65395,66304,71093,76494,0,62847,65395,5115,2969,18442,0,2183,0
80000,1,1,2,33,2,-1,0,0,-1,0,35805,35673,33404,35503,38944,36205,1616,35673,4794,3401,38944,4543,1
300000,1,1,3,40,2,2,1,-1,1,1,258054,252495,225820,196289,189629,202900,9941,15705,21996,196289,8554,0,0
130000,1,2,2,38,1,0,0,0,1,0,-1313,-1377,102373,100982,92388,79614,0,42,11042,29329,0,19814,0
140000,1,2,2,43,0,4,-1,0,-1,-1,114247,113415,117300,116240,119603,117291,4185,8002,117300,4550,119603,117291,1
120000,2,1,1,33,1,2,1,2,0,0,100054,97294,93883,81425,84787,71962,0,7107,1268,4803,3679,10265,0
90000,1,2,1,51,0,0,1,0,-2,1,14030,15193,15561,13914,0,16200,425,817,322,4020,0,1671,0
60000,1,1,2,28,1,0,-1,0,1,0,25899,22990,25103,25049,26279,26832,2114,1815,25103,1693,981,4238,0
190000,1,2,2,25,0,0,0,-1,3,-2,-1693,-1838,-1839,0,0,0,71,522,1246,1641,0,0,0
110000,2,2,2,24,2,-1,0,-2,-1,-2,55852,50371,48987,51,53581,0,1797,50371,5407,0,53581,0,0
100000,1,1,1,41,0,-2,0,0,2,2,0,274,0,0,0,62452,733,0,542,644,0,0,0
120000,2,2,1,21,0,0,-1,0,2,2,66818,65934,59374,56391,55222,64024,12684,3216,59374,2881,3931,6238,0
80000,1,1,1,36,0,0,-2,2,2,0,54098,54854,0,54757,63031,64847,3423,15416,0,5426,1328,16465,1
50000,1,3,1,38,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1511,63,318,1425,1
350000,2,1,2,33,1,0,2,2,0,-1,236093,267210,231729,217666,189032,172428,11914,36536,2893,12610,49494,172428,0
70000,2,2,2,33,0,-1,0,2,-1,0,0,35551,35151,35942,35373,36379,1486,35551,2095,1698,35373,5953,0
20000,1,3,2,29,0,0,-1,0,-1,0,0,0,0,3352,3110,2679,583,1323,662,525,3110,291,1
200000,2,1,2,31,0,-1,0,0,0,0,29873,31016,32657,32759,31972,31040,6117,31016,3183,1246,2334,7936,1
60000,2,3,2,50,-1,-1,-1,-2,-2,0,9993,8834,8941,0,37,7112,9993,8834,8941,0,0,428,0
300000,2,2,2,36,0,0,0,1,1,1,35210,36001,40368,46200,42768,47418,4251,2761,7051,1018,0,3094,0
120000,2,2,1,29,2,1,1,0,0,-2,44697,46693,40982,46496,46731,0,0,2086,0,8361,7993,0,1
100000,1,2,1,21,1,1,1,0,0,0,49959,49718,43150,45914,43613,38908,0,5930,1544,4767,8325,5090,1
20000,1,1,1,51,0,2,0,1,0,0,-2282,-2220,-1983,9615,9879,10700,313,0,1473,601,990,2651,0
130000,2,1,2,26,0,1,1,0,-2,2,64505,67503,68104,66950,0,77106,18322,3911,3786,19493,0,7903,0
170000,2,1,2,25,0,-2,-2,-1,1,0,-404,0,5,-474,58563,61105,1803,0,0,2055,6156,4912,0
40000,2,2,1,33,1,1,1,0,0,0,0,0,0,0,10728,10402,0,0,0,1426,2792,618,0
50000,2,2,1,40,-1,0,0,-1,0,1,15851,17595,20165,22133,22109,24188,15851,5132,2359,22133,1561,0,0
120000,2,1,1,31,-1,-1,1,0,0,0,-2536,45032,47182,44030,39680,36534,1383,45032,1079,9718,11376,1781,0
310000,2,3,1,53,0,0,0,0,-2,1,93230,87894,83514,81303,0,73804,8684,22763,24679,23893,0,6382,0
100000,2,2,1,35,1,0,-2,0,0,0,0,0,129,41196,39231,40180,0,899,0,10894,8921,11070,0
200000,2,4,2,53,-1,2,0,-2,-1,0,95181,108529,95084,0,100149,112935,95181,11550,20052,0,100149,18342,1
110000,1,3,2,42,0,-2,-2,-1,0,0,0,0,0,0,45659,46868,1624,0,0,760,13629,10911,0
70000,1,2,2,45,-1,-1,0,-1,0,0,0,0,24032,21148,21007,19684,2590,2811,3528,21148,2188,5075,0
100000,2,1,3,26,-1,0,0,4,-1,-1,0,0,0,0,43334,47744,1112,1841,711,0,43334,47744,1
60000,1,2,2,21,0,-1,0,0,0,0,23195,23211,23077,23985,25031,25289,1514,23211,4165,6405,3500,4466,0
100000,2,1,2,39,-2,0,-1,-2,-2,-1,0,38391,36334,0,0,40987,0,9509,36334,0,0,40987,0
160000,1,2,2,36,2,2,2,0,0,-2,-2692,-2618,117986,109246,103622,0,0,0,9435,31925,10325,0,0
190000,1,1,1,38,2,2,1,1,2,0,0,0,0,0,163244,149011,0,0,0,0,4120,8685,0
160000,2,2,1,21,0,0,1,-2,0,0,74882,70778,77607,0,62805,64215,10299,16094,0,0,6424,2208,0
190000,2,1,2,34,2,1,0,0,0,-2,54136,60618,55283,58850,61538,215,3901,685,13443,3208,8066,0,0
200000,2,1,2,35,0,0,1,1,0,-1,43608,43411,46915,43857,40058,38339,9064,10789,4389,1221,9757,38339,1
200000,2,1,2,28,0,0,0,-1,-1,0,92549,101754,103971,99849,92864,94198,11762,11341,23153,99849,92864,19753,0
340000,2,2,1,40,2,2,0,0,-1,2,301768,291059,315446,275093,292928,264746,21228,0,73534,78145,292928,0,0
10000,1,2,2,42,0,1,0,0,0,2,5499,5201,4692,4269,4104,4125,264,114,738,883,502,0,0
110000,2,3,2,40,0,1,1,2,2,2,53249,58936,57940,56216,59481,58210,2945,0,4997,1537,6329,6147,0
260000,2,2,2,33,0,1,0,0,-1,-2,0,0,0,113692,116766,0,707,0,655,28632,116766,0,0
230000,1,2,2,44,0,-2,-2,-1,0,0,68908,0,0,64942,63183,55653,17138,0,0,64942,7082,4664,1
500000,1,1,1,45,-1,0,0,0,0,-2,246594,257625,281741,284071,289472,0,246594,63119,22897,28780,49071,0,0
80000,1,2,2,34,0,-2,-2,-1,-1,-1,57933,57,0,52513,47457,43644,7121,0,0,52513,47457,43644,0
50000,2,2,1,21,-2,-1,-2,0,-1,0,53,15145,0,13223,13577,12212,0,15145,0,1290,13577,2207,0
100000,2,2,2,38,-2,0,0,-1,0,0,0,22701,24145,26639,24575,26862,0,6494,6476,26639,6146,3864,0
250000,1,2,1,30,0,0,1,1,1,1,161304,168801,160478,142137,156168,142206,5454,45070,9319,0,0,0,0
130000,1,2,1,36,1,1,2,2,-1,0,0,99066,90092,85002,80437,83719,0,8627,3330,8533,80437,15889,0
100000,2,1,2,28,2,1,2,-2,1,1,70266,73957,70405,0,70483,70314,7286,5645,0,0,7883,0,0
410000,2,2,1,25,-1,-1,-1,0,0,1,115656,103694,103294,106973,96696,110442,115656,103694,103294,18330,10643,0,0
50000,2,1,2,31,0,0,0,0,1,2,18074,16556,18269,19973,19621,18278,4619,3317,2302,788,1918,0,1
70000,2,2,1,38,0,0,-2,-1,0,0,32494,35541,0,35317,32510,34668,1462,4892,0,35317,5654,3680,0
110000,2,3,1,46,0,0,0,-1,0,-1,13685,12485,12791,13482,12919,12615,2023,1189,1933,13482,842,12615,0
20000,1,2,1,43,-2,1,-1,0,1,0,0,7535,7596,8586,8149,8119,0,0,7596,367,940,1480,0
100000,2,1,3,31,2,-1,-1,-1,0,3,52584,49114,52330,56772,55389,57749,3350,49114,52330,56772,1800,5772,1
170000,1,1,1,44,0,0,-1,-1,3,6,-887,-890,-823,-758,84152,75530,969,1463,318,2006,0,7266,1
100000,2,2,1,36,0,1,1,0,0,-1,0,0,0,29452,27183,26116,427,0,0,6827,4525,26116,0
100000,2,3,1,44,1,0,0,1,1,0,-3810,-3802,-3658,-3764,-4129,-3846,0,893,1494,0,0,412,0
50000,2,1,2,29,-1,0,0,0,0,0,0,0,0,0,39216,33457,1674,774,1340,979,7479,6202,0
160000,2,3,1,29,2,-1,3,-1,-1,-1,0,0,0,0,0,88252,0,2263,0,2181,2662,88252,1
40000,2,2,2,34,0,-2,-1,0,0,0,0,298,7588,7821,7291,7381,363,0,7588,2076,1469,308,0
