LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
150000,2,1,2,28,0,-1,0,0,0,0,48093,46792,0,44979,43543,46165,1605,44761,73,241,1462,4244,0
70000,2,1,2,26,1,1,0,0,0,0,14579,13877,14086,14121,13649,13437,496,490,478,369,731,399,0
380000,2,2,1,33,2,4,1,0,1,0,246539,246433,241526,-1555,232690,230401,1974,9032,6716,0,11370,160023,1
70000,2,2,3,34,-1,0,0,0,-1,0,33623,34685,34616,34262,34194,32236,31242,1265,2856,18052,31918,878,0
70000,2,3,1,46,0,-1,-1,0,-1,-1,48290,48098,45829,45749,47778,46604,1395,43009,43453,42336,44057,46954,1
260000,2,2,1,44,0,0,0,0,0,0,134493,133495,134952,127512,127225,128836,6429,11052,5805,8966,20756,12850,0
60000,1,3,1,26,-1,-1,-1,-1,-1,0,9484,8157,8594,7390,8385,8547,9452,7723,8688,6871,8549,1050,0
520000,2,1,2,22,1,0,1,2,2,2,280516,274442,280081,277821,277398,267388,4547,234846,12244,6661,6371,3123,0
320000,2,1,2,37,1,0,0,0,0,0,71531,71778,63184,57406,54464,57567,3920,6337,26388,1623,47214,13019,0
40000,1,2,1,40,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
420000,1,1,1,43,-1,-1,-1,-2,-2,-2,208103,207915,201842,207629,206514,190187,202531,184333,198044,0,0,0,0
140000,1,2,2,28,2,0,0,0,0,0,46339,43358,42105,44359,41824,42972,0,2252,2972,1118,3791,2925,0
120000,2,1,1,32,0,1,0,0,0,0,45119,47422,44872,45733,43651,42386,805,576,1783,31765,1886,1337,0
360000,2,2,1,35,-2,-2,-1,-1,-1,-1,91342,0,83351,77055,73940,82974,0,0,81588,75191,66179,81782,0
330000,1,2,2,47,-2,-1,0,0,-1,0,81810,80594,75582,74151,76167,70138,0,80646,3303,5711,70551,2595,0
180000,2,3,1,44,1,1,1,1,1,1,0,0,0,0,0,0,209,0,236,0,0,92,1
70000,1,2,2,49,-2,-2,-1,-1,-1,0,28118,28572,27229,26349,26502,26322,0,0,24233,23775,24251,2664,0
100000,2,3,1,42,3,1,1,1,1,0,65703,65047,62922,63230,63697,64406,0,0,1070,3760,0,1727,1
160000,1,1,1,40,1,0,1,1,0,0,114412,110444,111689,108804,110717,109467,0,9346,0,1514,3580,6516,1
170000,2,3,2,45,2,3,2,2,2,2,141791,141334,140687,136056,135162,137378,0,5034,0,0,4290,5164,1
70000,2,2,1,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160000,2,2,2,46,0,0,0,-1,-1,-1,59852,56340,55992,57686,55158,54927,4533,4687,1146,52649,49672,53736,1
170000,2,2,2,39,0,2,1,0,1,1,51619,52205,51378,51570,48002,49055,1568,0,2366,1867,1373,0,0
60000,1,1,1,33,0,0,0,0,-1,-1,32440,-1202,31422,31448,30221,-799,16958,0,758,3010,30431,192,1
90000,1,2,2,22,0,0,0,0,0,0,46345,44942,45228,44804,44853,44558,3421,2216,1287,4840,27467,46477,0
340000,1,1,1,32,0,0,-1,-1,-1,-1,160478,160519,159835,155626,0,149068,34755,8861,154050,137858,134,148734,0
160000,2,3,1,36,0,1,1,0,0,0,110465,108131,0,106822,107276,104896,90410,3905,0,3730,2074,6830,1
60000,2,2,2,32,0,0,0,0,0,0,21057,20682,0,19651,19603,19603,10676,1117,2,582,19091,2217,0
110000,2,2,2,26,-1,0,0,0,0,0,49803,48118,45798,45115,44224,0,46162,3150,502,2471,1336,0,0
200000,2,2,2,42,-1,-2,-2,-2,-2,-2,86241,83319,80535,79745,74094,0,77033,0,0,0,0,282,0
250000,2,2,3,33,-2,-2,-1,0,-1,0,155717,154848,151237,148407,150604,149546,0,0,143956,28093,147682,12433,0
70000,1,1,2,34,-1,0,0,-1,-1,-1,13494,14367,0,10886,10130,10375,13698,12923,138,9677,9398,10151,0
30000,1,2,1,43,0,0,0,0,0,0,15821,16554,0,-1307,16157,16053,739,708,0,0,1670,2306,0
80000,2,2,1,36,0,0,0,0,0,0,60330,58946,58794,58232,58182,56909,3716,4328,38463,20755,6897,3145,0
120000,2,1,2,42,0,-1,0,0,0,0,-1152,32551,32684,28894,26586,25234,0,31790,2445,1036,476,843,0
170000,1,1,1,33,-1,-2,-2,-2,-1,-2,119163,0,118731,0,115985,0,117626,0,0,20,111191,0,1
80000,2,2,2,24,-2,-1,0,0,0,0,27571,26936,27915,26981,27483,26257,0,26571,812,1763,3391,2931,0
130000,1,2,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,163,0,0
190000,2,2,1,36,-1,0,0,0,0,0,17790,15319,15256,16267,13186,0,16502,553,16730,729,293,51,0
90000,1,1,1,33,0,0,0,0,0,0,36250,-1016,36094,37181,36415,34150,1770,268,2044,964,2360,1284,0
70000,2,1,2,51,0,0,0,0,0,0,67152,66898,-1836,67499,66467,-399,8979,2846,74,2519,3052,0,0
50000,1,2,1,34,0,1,1,2,2,2,27959,27972,27847,26387,26431,25832,26257,744,1623,69,0,0,0
100000,2,2,1,22,0,0,1,1,1,2,53968,53276,53584,51558,51662,49623,575,1943,1656,0,1361,0,0
550000,1,1,1,35,2,7,7,1,0,0,204765,194783,191076,184352,175068,170392,7547,419,6179,6565,6652,19866,1
240000,1,2,2,32,2,1,0,1,0,0,71474,67329,63096,57636,60466,58367,0,0,5497,0,62682,2639,1
70000,2,2,1,29,-1,-2,-2,-1,-1,-1,57812,58101,57718,56535,55519,56073,56834,0,0,53554,53930,56761,0
300000,2,2,2,29,2,2,1,1,1,0,215848,218897,217235,209082,206762,209217,0,0,7636,0,0,111392,1
160000,1,2,1,41,0,0,-1,-1,-2,-2,0,0,0,0,0,0,0,0,134,0,0,270,0
20000,1,2,2,34,0,-2,-1,-1,-1,-1,11891,11941,11960,11748,11789,11341,398,0,11946,11646,11332,10534,1
90000,1,3,1,37,0,0,0,2,2,3,59821,60405,59936,59309,58763,59209,4656,2200,3228,1102,0,2237,0
190000,2,1,1,53,0,0,0,0,0,1,33250,30387,27838,28794,25245,23004,3138,588,158,2371,1700,794,0
300000,1,2,2,34,1,0,0,0,0,-1,151509,152302,146456,151048,146080,138243,0,18246,15541,15194,3873,131503,0
140000,2,1,1,40,0,0,-1,0,0,0,34865,31722,31913,31961,30573,28094,1720,2114,29958,938,13806,2215,0
70000,2,2,2,27,-2,-2,-2,-2,-2,-1,42760,42426,42692,0,42244,41260,0,0,0,0,0,40998,0
270000,2,2,1,39,-1,-2,-2,-2,-2,-2,113071,112693,106340,0,0,0,114879,0,0,0,0,320,0
60000,1,3,2,35,3,1,1,2,2,2,13904,14309,14127,14835,14760,13502,549,0,623,66,24,0,1
220000,2,1,1,58,-1,-1,0,0,0,0,76371,77767,73963,71478,68255,68109,71688,76396,6229,2010,1083,1100,0
250000,1,1,2,45,-1,-1,0,0,-1,0,189430,192634,190491,190116,190925,-840,179194,176965,111904,10721,184121,0,0
150000,2,2,2,45,1,1,0,0,0,0,86186,83865,84355,82344,82096,83019,2146,2473,1800,3600,4175,6000,1
290000,2,1,1,28,-1,0,0,0,0,0,174985,172140,175129,177377,171893,168887,154329,7911,7622,11826,9312,4432,0
280000,2,1,1,22,2,2,0,0,0,-1,143681,141532,137060,135117,0,0,0,4304,4137,4254,0,167,0
240000,2,2,2,31,0,0,1,2,1,2,69426,-77,64738,64592,0,59955,2758,0,3059,2524,32,0,1
370000,1,2,1,33,0,0,1,0,0,0,293115,297377,295094,291482,290344,290416,22547,8682,8052,20990,12591,10922,0
270000,1,2,1,36,2,0,0,0,0,0,71764,74436,71603,67031,65170,62582,2132,2647,4180,7713,2989,1859,0
320000,2,2,1,42,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120000,2,2,2,22,0,-1,0,0,0,0,28001,29566,28472,27229,26670,22975,2168,29888,4395,2799,663,1185,0
550000,2,2,3,22,0,0,0,0,0,0,461992,451887,449295,453056,447216,442880,413120,102305,152752,30448,11908,10837,0
120000,2,2,2,50,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,321,0,342,0,0
80000,2,2,1,50,0,0,0,0,0,0,69568,68836,70746,70296,68700,67220,2439,3261,47287,1977,5399,5042,0
200000,2,1,1,48,3,7,3,3,3,2,56932,58118,51553,49102,48154,45968,1698,1650,0,1566,0,1771,1
140000,2,2,2,35,-1,0,-1,-1,-1,-1,103232,100124,99441,97026,96380,96031,96942,13115,90370,88498,91140,86509,0
190000,1,1,1,33,-1,0,0,0,0,0,109342,0,105126,105405,109551,109487,107829,0,53004,99013,9460,65443,1
550000,2,2,2,46,-2,-2,-1,-2,-2,-1,0,0,0,0,0,0,0,0,147,0,8,0,0
