LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
190000,2,1,2,24,-1,-2,-2,-2,-2,-2,95400,93849,89677,89275,0,0,85309,0,0,0,0,0,0
170000,2,3,1,45,-1,0,0,-1,-1,-2,24520,23868,23469,21760,25142,0,22522,1136,1429,19936,22836,0,0
140000,1,1,2,27,0,0,0,0,0,0,25795,23783,23177,21604,19687,18706,1881,519,905,1964,10683,903,0
440000,1,1,1,35,-2,0,2,0,0,0,254763,246018,242196,238461,232193,228305,0,5998,1856,13878,23974,5240,1
30000,1,2,2,43,0,-1,0,0,0,0,27112,26648,-293,26167,26121,26483,477,25312,0,8702,285,767,0
230000,1,3,1,42,1,0,0,0,0,0,99902,97400,98719,100906,98807,97533,4965,5701,102317,64399,90712,2070,0
100000,2,3,2,32,0,-2,-1,-1,0,0,86342,87189,87070,85337,85242,85091,7162,0,85882,81557,85073,5403,1
140000,2,1,1,22,-1,0,0,0,0,0,84708,82833,79942,76015,74797,75105,80310,6376,7819,2693,6173,15762,0
100000,1,1,1,34,0,0,-1,-1,-1,-1,10237,9764,6700,8258,7364,5140,1212,213,6546,7574,7033,4982,0
100000,2,3,2,22,-1,0,0,0,0,0,69550,68064,67158,68159,69504,67804,65553,3112,3106,3121,12650,9269,0
110000,2,1,2,30,0,0,1,0,0,0,51232,50765,50514,48856,50575,50718,27847,2858,0,532,2271,2727,0
170000,1,1,1,33,-1,-1,-1,-1,-1,-2,74751,76086,74745,72241,71774,69039,66124,71403,66015,68407,68501,0,0
190000,1,2,2,35,2,0,0,0,0,0,86635,84186,82856,82184,80124,81243,1423,2835,6650,6417,5254,839,1
150000,2,2,1,31,1,1,2,1,1,0,80060,79225,76791,75621,75584,76377,4608,1919,0,0,1349,3692,0
250000,1,1,2,46,-1,-2,-2,-1,-1,-1,156558,0,159203,156283,153848,144937,157679,0,0,145882,156827,136172,0
240000,2,1,1,40,0,2,3,3,2,2,111460,112162,105632,104702,105441,102473,4466,0,1493,1454,725,0,1
190000,2,1,1,37,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,302,90,1
90000,1,2,1,36,-1,-1,0,0,-1,0,24601,25234,25801,27366,27555,27342,23226,25611,1006,1566,27729,3808,0
250000,1,1,2,32,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,273,0,35,0,0,0
90000,1,2,2,22,0,0,0,0,0,0,19032,16737,-1640,19068,17409,14637,13790,2153,272,2206,1063,678,0
120000,2,2,1,26,0,0,0,0,0,0,35879,29813,28565,28434,28638,26764,1988,5405,463,3038,771,1859,0
180000,2,2,1,50,0,0,0,0,-1,-1,118775,117928,115427,112427,109758,107080,3329,6969,2398,115467,104811,109108,0
90000,1,2,2,40,0,-1,0,-1,-1,0,35199,32970,32808,31898,30832,30686,3471,33119,3384,32064,31135,2765,1
180000,2,1,1,32,0,0,-1,-1,-1,-1,109171,104756,108766,108937,108718,106862,21801,2367,109213,97694,103327,104479,0
160000,1,2,1,37,0,0,0,0,0,0,111967,110242,109209,109146,108018,104922,13170,18943,2492,3536,3450,11713,1
280000,2,2,2,46,-1,-2,-1,0,0,0,76844,0,73415,65495,67640,67608,69324,174,64667,3040,29940,1522,1
280000,1,1,1,23,-2,-2,-1,-2,-2,-2,106185,0,102106,95753,95831,0,0,0,92301,0,0,0,1
170000,2,2,2,22,-1,0,-1,-2,-2,-2,47719,47262,44676,0,43625,0,44862,3148,40073,0,0,0,0
100000,1,2,2,30,0,0,0,0,1,1,32249,30438,29702,29978,28457,28452,914,2503,1182,5372,1064,1040,1
100000,2,1,1,40,-1,-1,0,1,1,2,12756,11367,9203,11423,9316,9052,11810,10222,156,0,380,281,0
350000,1,2,3,44,0,0,0,0,0,0,164225,162743,153831,147489,145612,0,137050,3505,8960,11942,2211,0,0
120000,2,2,2,27,0,0,0,0,0,0,12311,10151,12028,12400,10618,-442,408,763,577,440,533,0,0
340000,1,3,1,31,0,0,-2,-1,-1,-1,224230,214826,0,0,208854,210224,4060,5471,52,0,201153,196828,1
