LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
190000,2,2,2,34,-1,0,2,2,0,1,117707,126972,117778,125820,114449,127829,117707,31385,2629,9655,10559,6420,0
100000,2,2,1,42,0,0,-1,0,0,0,17500,18709,20316,21623,19657,19967,3260,5269,20316,2849,4524,5723,1
50000,1,1,2,45,1,1,0,0,-1,-2,0,0,0,0,0,0,0,0,932,1406,160,0,0
150000,1,1,2,28,2,0,0,0,1,0,0,0,0,0,0,79879,0,1822,1924,559,0,9246,0
70000,1,1,2,32,-1,-1,0,-1,-2,-1,20980,21814,21761,22252,0,21762,20980,21814,3376,22252,0,21762,0
100000,1,1,1,26,3,2,-1,0,1,2,0,0,0,0,0,0,0,0,2912,220,0,0,1
110000,1,2,2,39,3,0,-1,0,0,-1,43175,46416,40885,40743,42783,39902,3555,2414,40885,8604,6626,39902,1
370000,2,2,2,54,-1,0,0,0,0,0,-695,135260,138366,150482,141112,134774,2234,19169,27574,22472,9085,8267,0
260000,2,2,2,21,1,0,2,0,2,2,0,0,178510,156375,156866,134681,0,1056,3276,45450,5888,15839,0
50000,2,1,1,51,-1,-1,-1,1,0,0,6737,5958,5974,5246,5145,5888,6737,5958,5974,453,1539,381,0
220000,2,3,1,36,-1,0,0,0,0,0,37917,37583,37778,33015,33755,33015,37917,3466,6930,7073,4994,6581,0
130000,2,2,2,28,0,0,0,0,2,2,100075,106182,107160,94799,90940,87683,4173,15056,8075,8061,0,6594,1
100000,1,2,2,55,1,1,-2,0,1,2,98344,96770,0,101087,95256,89020,8374,0,0,12321,10389,0,1
60000,2,2,1,41,0,1,0,0,-2,-2,19017,16916,17744,17924,0,0,1265,1063,2614,2267,0,0,0
50000,1,3,2,25,-1,0,1,0,-2,-2,33846,31121,29839,31488,22,243,33846,4139,919,4177,0,0,1
100000,1,3,1,45,0,0,2,-2,0,0,0,0,0,87,50933,48602,1689,723,0,0,7540,11644,0
