LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
160000,2,2,2,21,3,2,0,0,-1,-1,116519,120400,110551,111729,115034,114472,3652,5536,18928,26791,115034,114472,0
90000,2,2,1,33,-1,-1,-1,0,0,-1,26813,25450,24992,25157,25196,27559,26813,25450,24992,6135,3742,27559,0
300000,2,1,1,21,-1,-1,-2,0,-1,0,168084,168626,53,160767,156269,167051,168084,168626,0,14445,156269,14573,0
130000,2,2,2,24,0,0,-2,-2,-1,2,96818,98309,0,0,83685,75570,28308,9188,0,0,83685,0,0
100000,2,3,1,35,0,2,2,1,1,0,84294,81691,93393,88395,86491,81229,8127,2502,0,4245,0,7149,1
50000,2,2,2,33,-1,-2,-1,0,1,0,24040,0,26070,26480,25178,25399,24040,0,26070,2572,0,4919,0
150000,2,2,2,38,2,0,0,0,-1,2,65238,73937,80380,82351,76244,75939,3758,15778,5745,22888,76244,6078,0
110000,2,1,2,42,-1,0,3,2,3,2,87038,78018,78827,75187,75384,68400,87038,4730,4760,6675,2383,0,0
180000,2,2,2,40,0,-1,0,0,1,0,0,0,23697,25790,28544,28306,1377,952,4801,1387,3300,2771,0
100000,2,3,2,34,-1,1,-1,-1,0,0,36307,31467,31756,33838,35379,31524,36307,3501,31756,33838,9023,5120,0
240000,2,2,2,40,-1,-1,0,-1,-1,0,30692,31526,32693,30860,32734,28688,30692,31526,9776,30860,32734,3175,0
120000,2,1,1,45,-2,0,0,-2,-2,0,0,41083,42343,296,64,36361,0,6548,3844,0,0,4849,0
90000,1,2,2,46,0,1,0,1,2,0,0,68197,61455,67142,61988,59138,1712,0,4053,7470,4781,2713,0
50000,1,1,2,37,0,0,2,1,0,0,37428,38314,33880,35950,36075,36092,5622,4019,3148,3849,10452,1482,0
50000,2,4,2,37,0,0,0,-1,1,1,17063,15944,15132,14553,12645,12182,4995,2558,829,14553,563,0,0
20000,2,2,2,45,0,1,0,0,1,0,6736,7179,6584,5864,5372,5289,763,255,681,323,439,600,0
90000,1,1,1,54,-1,1,0,0,0,0,50447,45555,45824,43951,37876,41870,50447,2077,12652,4207,10757,2410,0
190000,2,1,2,43,1,1,-1,-1,-1,0,0,0,0,0,0,48156,0,0,2667,2887,2026,11824,1
100000,2,3,1,51,1,-1,0,0,-1,0,38252,38556,33863,30273,26455,24743,3533,38556,5408,2397,26455,1223,0
220000,2,1,1,40,1,1,1,0,0,0,39033,41797,37315,39533,41988,38666,1693,0,0,10907,10241,8183,0
100000,2,3,1,47,-2,-2,1,1,0,0,0,0,19208,19231,19629,19070,0,0,352,418,5878,5658,1
120000,2,2,2,42,0,0,1,-1,1,0,57964,55850,57293,57840,62862,57170,11839,3224,0,57840,5840,14616,0
220000,2,1,2,21,0,0,-1,-1,0,0,89926,92210,96129,103917,103275,110032,13088,7327,96129,103917,11788,24507,0
100000,1,1,2,41,0,1,0,0,0,0,36764,34576,33609,34266,37720,34761,10931,2719,9921,5251,5190,5336,0
10000,1,2,2,42,2,0,1,-1,2,-2,5968,5761,6456,6192,6859,0,600,1454,532,6192,185,0,0
100000,1,1,1,38,0,0,-1,-1,-1,0,-220,-224,-250,-237,-231,31079,1751,1045,2059,2124,1434,7659,0
80000,2,2,1,37,-1,0,0,0,0,0,20370,22224,24063,22642,21816,25101,20370,826,992,5353,3520,6877,0
50000,1,1,2,42,0,0,0,0,-1,-2,0,0,0,0,6102,0,515,340,299,1818,6102,0,0
90000,1,4,1,47,-1,-1,0,-1,-1,-2,36373,36041,33929,37352,40889,0,36373,36041,3398,37352,40889,0,0
100000,2,3,2,35,0,-1,0,-1,-1,-1,0,0,0,0,0,37707,1519,682,1131,656,1980,37707,0
