LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
100000,2,3,2,49,-1,-2,-2,-1,-1,-1,72455,72116,71317,68163,67390,68692,71504,0,0,64117,64051,66327,0
80000,1,1,2,28,2,1,0,0,0,0,53275,53411,51043,50190,51951,50622,713,335,4764,5654,1954,1935,0
190000,1,2,1,31,-1,-2,-2,-1,-1,-1,174867,0,174862,171689,167646,0,165920,0,0,160381,156949,0,0
130000,1,2,2,54,0,0,0,0,0,0,69851,69453,68209,67778,65514,64095,611,5720,1621,2378,9468,9118,0
310000,2,2,2,34,-1,-1,-2,-2,-2,-2,96222,88037,87051,86024,90247,89356,94956,88299,0,0,0,0,0
70000,2,2,1,22,0,0,0,0,0,0,25359,26437,27595,28160,27251,26009,1936,25390,1148,1599,19650,2805,0
140000,1,2,1,33,0,0,0,-1,-1,-1,56580,58419,56680,55366,55323,53261,3887,1282,1395,49978,55828,51673,0
100000,2,2,3,22,0,0,0,0,0,1,61770,59989,59980,57681,57073,57103,1852,8638,5174,2267,6158,1623,0
140000,1,1,2,25,0,0,0,0,0,-1,54784,58596,57430,56385,53541,48851,3385,5585,1957,3177,2868,43638,0
280000,1,2,2,36,-2,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0
220000,2,1,1,34,0,0,0,0,0,0,121162,121888,124517,120858,114428,114222,15277,8036,2581,4019,60571,17717,0
60000,2,3,1,48,0,0,0,0,0,0,32084,33525,32387,32761,30803,31026,17299,1877,1939,1825,4953,849,0
40000,1,1,1,33,0,-1,-2,-2,-2,-2,23581,23717,0,22597,23200,23441,3373,23657,0,0,0,0,1
360000,2,2,1,42,0,0,0,0,0,0,138516,138849,131770,132147,132516,131799,2936,18834,6611,2936,7408,142023,1
410000,1,2,1,31,5,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,29,0,1
50000,2,3,2,36,0,-1,-1,0,0,0,7175,6005,5643,4718,4252,0,253,5992,5216,420,473,0,0
110000,1,2,2,32,-1,0,-1,-2,-2,-2,66574,66207,65890,0,66238,65641,60615,9670,66078,0,0,0,0
90000,2,1,2,27,2,1,0,0,0,0,54585,53560,53438,54403,53270,51839,309,1201,2659,4254,2994,44818,0
40000,1,1,2,32,0,0,-1,-1,-1,-2,18876,18992,17951,18232,17776,0,315,776,17307,16098,16175,0,0
120000,2,3,1,43,0,0,1,1,2,2,26386,25019,-1815,25543,26047,23464,1739,3895,0,0,0,0,1
310000,2,1,1,34,0,-1,-1,0,-1,-1,133713,133243,133948,133143,138134,129931,75527,128889,131628,8434,134643,124383,0
80000,2,3,1,31,1,2,2,1,1,0,44236,43567,41787,40850,40184,39605,1131,1128,0,1041,2232,2401,1
150000,1,1,1,48,0,1,3,2,2,2,24328,20887,20032,22418,19690,0,1273,257,55,0,0,214,1
90000,2,1,1,50,-1,-1,0,0,0,0,34931,34378,34748,34911,33061,33126,34200,34918,27516,416,948,779,1
90000,2,3,2,33,-1,0,0,0,0,0,47386,44734,44135,43654,43247,41414,43795,2293,5909,7808,1554,4757,0
60000,2,2,1,25,0,0,0,0,0,0,38997,39230,0,0,37730,36195,3454,2083,0,0,7607,4451,1
110000,1,2,2,42,0,0,-1,0,0,0,83688,81886,79788,79313,79898,77485,3137,3865,77101,17832,2295,7064,0
70000,2,2,1,45,5,5,4,4,5,5,9807,7812,9384,7749,8542,7947,0,0,0,210,0,0,1
210000,1,1,1,36,0,1,2,3,3,3,100355,94528,95014,93561,-555,87907,7039,4366,0,1893,0,0,0
190000,2,2,1,33,-1,-1,-1,-2,-2,-2,117142,110864,107230,0,105983,0,112635,106566,95894,0,0,0,0
210000,1,2,2,32,1,3,2,0,1,0,131521,131180,125591,125310,120924,122568,5697,0,0,16024,0,10074,1
210000,2,2,2,43,4,0,1,3,2,2,74288,72904,77021,77450,70264,67597,1235,2116,0,738,1456,181,1
50000,2,2,3,31,-1,-2,-1,-2,-2,-1,23725,23348,23166,21310,21523,20461,23980,0,23459,0,0,20527,0
110000,1,3,1,37,0,0,0,-1,-1,-1,47204,45914,47042,45285,44172,45124,2105,2107,31723,43942,42016,42455,0
60000,2,2,2,35,0,0,0,0,0,0,14456,14851,15185,15089,14031,12573,3583,1829,13943,2890,217,368,1
410000,1,1,2,53,0,0,0,-1,-1,-1,226765,223966,229358,222786,220561,219774,17151,26150,240482,214739,217191,214452,1
80000,2,2,1,29,-2,-2,-2,-2,-2,-1,0,17914,18353,16245,14608,14951,0,0,0,0,0,14784,0
50000,1,3,2,44,1,0,-1,0,0,0,31938,31602,30438,30580,30604,29320,0,1513,30848,1921,766,13974,0
350000,2,2,2,38,0,-1,-1,0,0,0,304834,298127,293747,284281,275946,281362,264381,298165,297400,22526,5808,12871,0
70000,2,2,1,25,2,3,3,4,3,3,23121,23540,23039,-1494,19108,19674,0,191,0,340,432,0,0
190000,2,1,1,30,3,2,1,1,2,1,97778,98881,95957,97964,93118,90270,1315,0,2027,0,0,0,1
220000,1,2,2,30,-2,-2,-2,-1,0,0,77818,0,80328,79424,77756,75527,0,0,0,77916,5730,81321,0
110000,2,2,1,38,0,-1,-2,0,0,0,54136,-1266,53929,53400,52177,53422,11273,178,0,4746,1376,38623,0
80000,1,3,2,34,0,0,-2,-2,-2,-2,40739,40515,40695,40387,40810,39615,4015,1850,0,0,0,0,0
120000,1,3,2,51,0,0,0,0,0,0,52689,51688,0,48120,46725,46747,51087,2536,0,4360,1580,3099,0
90000,2,1,1,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,337,0,0,0,0
50000,2,2,1,22,0,0,-1,0,0,0,40851,-46,42289,41653,41115,40887,2799,0,40681,3113,12663,1997,1
70000,1,2,2,40,0,0,0,0,0,0,41515,41035,40245,40112,38869,39389,305,1255,389,5184,1182,2551,0
130000,1,2,2,35,0,0,0,0,0,0,33633,35818,33084,31957,32137,26408,1555,1405,897,768,2607,1114,0
50000,1,3,2,37,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,25,33,0,1
50000,1,2,3,39,-1,-1,-1,-1,-1,-1,41172,42072,41887,42000,41037,40933,41373,37742,38751,41487,41473,39556,1
150000,2,2,1,39,-2,0,0,0,-1,-1,70196,68395,67880,65285,63913,63787,0,1791,3412,45623,65160,59145,0
200000,2,1,1,53,0,0,-1,0,0,0,41005,37360,37211,40976,39009,42931,18844,2975,32957,922,41686,1887,0
170000,2,1,1,47,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,1,2,1,25,-1,0,0,0,0,0,52039,52502,51018,49091,50381,47692,47064,3459,3657,6369,5722,5397,0
200000,2,2,2,34,-2,-2,-1,-1,-1,0,85095,83183,82129,78315,77611,80757,0,0,79855,76940,77288,4586,0
30000,2,2,1,28,0,0,0,0,0,0,7986,7905,7779,8111,7788,0,7130,212,214,8217,300,0,0
120000,1,2,1,30,0,-1,-1,0,0,0,33906,33019,29448,31932,32239,31715,19812,29111,27698,1122,861,3804,0
90000,2,3,1,42,0,0,1,1,0,0,45244,42983,44295,44041,42517,42384,1475,2366,1759,568,26100,3539,1
30000,1,3,1,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,181,0,0,0,0
240000,2,1,1,53,-1,0,0,0,0,0,132605,127723,126618,127046,123647,120337,122313,5135,23942,8221,10692,6350,0
80000,2,1,2,31,3,2,3,2,0,1,38671,38568,38436,39065,39484,36874,821,144,0,882,3542,1210,0
550000,2,2,2,50,-1,-2,0,-1,-2,-1,287705,278375,291200,280947,270452,270246,284336,0,20367,285187,0,251315,0
150000,1,2,2,27,2,0,0,0,1,0,14995,16911,15860,12579,12197,10106,0,3291,13179,863,0,602,0
220000,2,2,3,45,1,0,2,3,2,2,80264,82900,78385,74308,74913,0,1164,3666,0,2785,0,0,1
50000,2,3,2,45,-1,0,0,0,0,0,16825,17272,17215,16717,16288,15725,15834,803,16556,637,1212,1038,0
70000,1,2,1,33,0,0,0,0,0,0,27020,26717,27464,27037,26408,27164,29499,784,1880,301,367,984,0
80000,2,3,2,32,0,0,0,0,0,0,37390,37955,35684,36625,34523,35168,1514,2251,799,973,3083,443,0
120000,1,1,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
360000,1,1,1,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,2,3,1,26,0,0,0,0,1,0,82344,80159,81713,78000,80460,79506,4690,5460,75567,5924,0,4829,1
150000,1,2,1,25,0,0,0,0,0,0,111975,112204,111729,109353,110057,109970,13894,1243,5353,14239,6606,7049,0
310000,1,2,2,22,2,1,1,1,1,1,115899,108919,104788,96845,99281,97639,2048,1548,4502,3608,5528,2027,1
240000,2,1,2,35,-1,-1,-2,-2,-1,-1,0,0,0,0,0,0,299,0,0,0,0,0,0
130000,2,2,2,56,-1,-1,-1,0,0,0,71016,69975,69233,68995,67607,66311,62750,63719,63380,2239,4934,7193,0
170000,1,3,2,42,-2,0,0,-1,-1,-1,145882,145773,143760,144716,140448,141416,0,4020,7328,129110,129272,134773,0
110000,2,2,1,44,3,3,0,1,2,1,53389,52240,50181,52347,50619,46830,0,1510,1073,0,824,1317,1
150000,2,1,2,28,3,2,0,0,0,-1,72653,73709,74477,69417,69316,0,1086,1999,12731,2558,2781,0,1
170000,2,1,1,25,-2,-1,0,0,-1,0,23583,19892,19843,17721,15730,11544,0,19894,1379,2820,14412,903,1
110000,1,2,1,43,-1,-1,-2,-2,-1,-2,16823,17181,19103,19115,0,0,15489,15878,0,0,151,0,0
170000,2,2,3,53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,2,1,2,28,0,0,0,0,0,0,22879,22919,22640,22432,22820,21986,16891,954,1561,933,611,1627,1
30000,1,3,1,35,0,0,-1,0,0,0,5948,5955,5618,5356,4957,5033,272,2972,5282,175,98,281,0
190000,1,2,2,42,0,0,0,-1,-1,-1,47441,45096,42698,39324,39026,39787,885,3304,2424,34613,39116,40363,0
240000,2,1,2,38,0,0,0,0,0,0,171815,173644,-1414,172898,170536,168878,6555,6729,0,12720,5936,161804,0
110000,1,1,2,25,-1,-1,0,1,0,1,53944,54395,53744,0,49760,48905,54103,48292,3757,0,5298,0,0
240000,2,2,2,27,1,0,0,1,1,1,200517,202386,201106,191346,0,194268,9311,145088,8393,8263,0,0,1
320000,1,1,2,22,-1,0,0,0,0,0,266885,259725,254111,255558,256330,256064,244907,5503,18312,32420,8641,9291,0
110000,1,1,2,40,0,0,0,1,1,1,19389,17180,15799,15033,12552,13407,535,595,1373,828,637,770,1
290000,2,2,2,30,-2,-2,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,1,1,1,35,-1,-1,0,0,0,0,118169,117986,115979,114291,114997,0,112141,110026,12488,3147,1671,0,0
70000,2,1,2,29,0,-1,-1,-1,-1,-2,19862,17570,17014,17315,16897,0,1010,15902,15145,16774,16349,0,0
90000,1,2,1,54,1,0,1,1,1,1,26245,27253,25315,23744,24396,23929,1422,577,1468,506,1332,1219,1
160000,2,3,1,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,120,0,0,0,0,0,0
40000,2,2,2,30,0,0,0,-1,-2,-2,22716,22679,22762,22123,21595,21017,1799,619,11704,21133,0,0,1
160000,1,2,1,41,-1,0,0,0,0,0,71131,68471,70572,73969,69071,68481,70973,3900,1764,8734,6481,5506,0
300000,2,2,2,52,0,-1,-2,-1,-1,-2,221794,225039,0,215079,217731,214442,13441,212338,0,218109,219210,0,0
190000,1,2,2,45,0,0,0,0,0,0,112700,-484,107158,109896,110051,107335,2209,0,17212,3048,3746,59999,0
180000,1,2,2,48,0,0,-1,0,0,0,58352,61541,61075,61587,61291,56456,57645,1246,61296,3109,7492,6391,1
480000,2,2,1,28,0,0,1,0,0,1,0,0,0,0,0,0,229,302,0,109,222,259,1
230000,1,1,1,52,0,0,0,0,0,0,71464,69582,65073,64172,67021,63638,1139,3116,3393,4895,2789,1386,0
110000,2,2,2,35,1,3,3,2,2,2,74980,75269,75907,71638,71643,71442,2019,0,2843,0,0,2517,1
100000,1,3,3,39,0,1,2,2,3,3,32281,-36,0,30902,30026,28960,2045,0,173,0,558,0,0
170000,2,1,2,34,1,0,0,1,2,1,75010,72088,66772,66653,63800,62621,0,54847,897,788,0,0,1
320000,2,3,2,44,0,0,0,-1,-1,-1,179291,180831,172064,169294,171412,170415,22522,11977,7926,159374,174836,173795,0
250000,1,2,2,28,-1,-2,-1,0,-1,-1,0,0,0,0,0,0,235,0,7,0,0,0,0
410000,1,2,2,27,0,0,0,0,0,0,366325,366531,360328,356736,353199,346240,37297,39300,18115,360225,60920,117940,1
30000,1,1,1,36,7,3,2,2,1,0,15821,16154,15801,15645,15078,15308,0,0,175,0,0,3882,1
180000,2,2,1,25,-2,-2,-1,-1,-2,-2,155233,148572,149726,144704,0,0,0,0,142931,130958,0,296,0
110000,2,2,2,33,0,0,-1,-1,-1,-1,68801,-1369,67495,67115,65732,62723,4651,3,62603,65323,65167,61941,0
420000,2,1,2,46,-1,0,0,0,0,0,240983,238740,230843,235452,228825,223724,219786,4296,10945,6463,23127,7709,1
120000,2,2,1,29,-1,-1,0,-1,-1,-2,97223,95926,94553,97175,96138,93215,94060,85947,1942,95529,92453,0,1
260000,1,2,1,51,-1,-2,-2,0,0,0,115631,0,115376,113337,113038,113635,106463,0,0,17922,3894,7184,0
110000,2,2,1,34,1,0,-1,0,0,0,66653,65108,63426,60696,61948,60998,2684,3856,62912,4211,1711,6846,0
270000,2,2,2,30,0,0,0,0,0,0,65739,65923,62384,60718,55634,0,2866,1110,3383,7413,745,0,0
80000,1,2,2,47,-1,-1,-1,0,0,0,34669,34500,34421,32461,31014,29081,31948,31800,32376,4342,10234,16501,0
110000,2,1,2,48,-1,-1,-1,0,0,0,27326,26998,28280,28122,30670,26365,24746,26596,25316,1219,702,21263,0
90000,2,2,2,44,0,0,0,0,0,0,24245,24326,0,22741,21932,20249,3173,1156,0,6377,3989,800,0
70000,1,2,2,22,0,0,0,0,-1,-2,66491,64444,65053,64670,64132,0,668,6119,4565,13292,57989,0,1
110000,1,2,1,30,-1,-1,-1,-1,-1,-1,35956,34370,35852,35103,36639,35440,33620,31208,33747,32039,37091,33587,0
410000,1,2,1,22,-1,-1,-2,-2,-2,-2,318847,0,308084,0,294195,0,300232,0,0,0,0,0,0
470000,1,3,1,32,0,0,0,0,0,0,61228,-1471,51545,50009,50729,48179,34670,206,3090,7604,2712,1951,0
70000,2,2,2,30,-1,-1,-1,-2,-2,-2,17731,18518,16766,0,17157,16919,17361,17312,16910,161,0,0,0
210000,2,2,1,44,0,-1,0,0,0,0,114361,112236,112301,109520,102585,107138,2550,100068,43189,3960,4977,9097,0
60000,1,3,2,65,-2,-2,-2,-2,-2,-1,0,29876,0,30129,0,30081,299,0,0,0,0,26705,1
50000,1,4,3,28,1,0,0,0,0,0,26107,24997,24833,24003,24023,24511,1268,3791,2118,1236,1105,1393,0
160000,2,2,1,34,1,0,-1,-1,-1,-1,49823,48834,47242,47444,46117,43888,2442,25907,44759,41911,46214,42910,1
60000,2,1,1,48,-2,-2,-1,-2,-2,-2,40074,0,38395,36929,0,37837,0,0,38821,0,0,0,0
150000,1,1,3,44,-2,-2,-1,0,-1,0,0,64656,62369,60216,58630,0,254,0,55294,1054,54208,0,0
160000,2,2,1,32,-2,0,0,0,0,0,126237,122853,126056,126118,125570,121368,0,7340,9430,3801,9480,11050,0
120000,2,1,2,41,0,0,0,0,0,0,106617,106658,103887,103298,104095,102149,3891,8993,1233,3489,3119,9495,0
90000,1,3,2,29,0,0,0,0,0,0,46416,43912,45328,44717,0,44686,3028,1987,39990,3950,0,1637,0
90000,1,2,2,25,0,-1,-1,0,0,0,18168,18298,17879,19010,19453,17087,896,17945,16905,12929,1118,12948,0
70000,2,3,2,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,47,0
100000,1,2,2,30,0,0,2,1,0,0,43495,42283,42259,42091,41526,41181,3941,3848,0,0,5726,3112,0
40000,1,2,1,22,0,0,-1,-1,-1,-1,31272,30289,29190,29301,29445,29367,27823,21188,28512,28482,26221,27736,0
110000,1,1,2,51,2,0,0,0,0,0,40768,39473,37524,38256,36076,35726,0,4377,5820,2165,865,25379,1
220000,1,1,1,27,0,0,-1,-1,-1,-1,54924,48165,49326,52678,51373,50491,1304,2957,49058,48853,45242,49341,0
140000,2,2,1,37,-2,0,0,0,0,0,43041,43468,39919,39269,40192,36635,0,1211,1920,2031,1762,3977,0
150000,2,2,1,49,0,0,0,0,0,0,33607,32077,29683,30678,30743,33129,2192,2313,2917,928,834,8154,0
90000,2,2,2,49,0,0,-2,-2,-1,-2,26296,23176,22592,22388,22612,22536,27446,242,0,0,20035,0,0
240000,1,3,2,31,1,3,3,1,1,0,47370,44180,44866,44210,46388,43687,1016,0,698,0,0,5171,1
100000,2,3,2,35,0,0,0,0,0,0,17530,17383,18364,17563,15705,14090,547,257,321,710,409,407,0
240000,1,3,1,47,-1,-1,-1,-1,0,0,147559,143105,141453,141255,144871,144473,135560,128458,127213,139211,3555,7862,0
20000,1,2,2,34,3,2,2,2,2,2,0,11645,11592,11461,11330,11039,0,43,0,0,0,0,1
480000,2,3,2,47,-1,-1,-1,-1,0,0,0,0,0,0,0,0,323,0,0,299,0,298,0
170000,1,2,1,39,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
80000,2,1,2,55,-1,-1,-2,-2,-1,0,-1174,51984,50681,51176,50582,50247,0,47273,0,0,49913,1430,0
