LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
210000,1,2,1,25,0,0,-1,0,0,0,60938,56371,56908,56729,57697,57691,5106,1152,51866,2999,3345,738,0
310000,1,1,1,31,-1,-1,-1,-2,-2,-2,189785,190440,-1383,187560,182293,185275,179728,190607,0,0,0,0,0
550000,1,4,1,54,0,0,-1,-1,0,0,0,0,0,0,0,0,237,0,48,0,0,0,0
160000,2,2,1,43,0,-1,-1,-1,-1,-1,132731,135587,129300,132106,130112,129599,16916,135713,124928,130083,115761,131208,1
130000,1,2,1,48,0,0,0,0,0,0,9668,11700,13434,12384,13661,13039,6466,247,228,422,972,12482,0
170000,2,2,1,22,0,-1,-1,-2,-1,-1,50033,46086,46415,44772,43079,42368,3277,41802,41106,0,40336,39499,0
410000,2,3,1,42,0,0,1,0,0,0,156028,149153,145590,153374,156099,0,9948,8691,7959,12475,16252,0,1
80000,1,1,1,36,0,0,0,1,2,1,24199,23670,23808,24261,24061,23886,1968,443,958,0,381,0,1
190000,2,2,2,38,0,0,0,1,1,2,91184,88945,84308,84405,80883,82375,7477,96039,1434,2179,1631,0,1
20000,2,2,1,43,0,0,0,0,0,0,14500,14319,13586,13960,13770,13703,458,2133,1341,787,621,547,1
110000,2,2,2,29,0,-1,0,-1,-1,-1,18605,17503,0,16877,18692,17201,619,16817,0,16198,16611,15591,0
60000,1,2,1,34,-2,-2,-2,-2,-2,-1,12676,11102,11006,0,0,9580,0,0,0,0,126,9110,0
170000,1,1,2,29,0,1,0,0,0,0,-1538,33919,34893,37262,0,34912,0,1053,1082,5898,0,691,0
80000,2,2,1,45,-2,-1,-1,-2,-2,-2,0,38168,36691,38112,-1444,0,0,35492,32968,0,0,317,0
290000,2,1,2,31,-1,-1,0,0,0,0,69501,70474,72467,72379,61875,56893,62529,63662,3543,3291,58879,1494,1
40000,2,2,1,25,0,0,-1,-2,-2,-2,22596,22009,22481,22914,22478,0,1964,2873,21396,0,0,0,0
310000,1,4,2,42,0,1,0,0,0,0,152603,149774,142340,142114,136409,137280,19079,6420,2508,5302,6096,3244,0
110000,2,1,1,35,-2,-1,0,0,0,0,40916,38305,36762,36307,37864,36246,0,37313,3985,948,591,3060,1
120000,2,2,2,33,0,0,0,0,0,0,58449,57864,58405,58065,53377,52572,2247,3960,3617,37790,5041,46865,0
350000,2,1,1,25,3,3,1,2,3,2,200592,200608,196277,195990,202217,0,2018,931,0,0,0,155,0
60000,2,1,2,24,0,-1,0,0,0,0,0,0,0,0,0,0,185,91,0,7,0,0,1
360000,1,1,2,24,0,0,-1,0,0,0,289386,291813,287991,280003,0,276082,27624,2396,267176,144673,319,190631,0
160000,2,2,1,45,1,2,1,0,1,0,50896,49559,46514,47140,46246,42509,2198,0,0,4085,0,19927,1
110000,1,2,1,28,0,0,0,0,0,0,87102,86646,85672,84467,86196,84643,5011,3566,1938,3393,5368,5321,1
60000,1,2,2,45,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,120,0,0,0,0,96,0
50000,2,3,1,43,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
550000,2,2,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,2,2,2,22,0,0,0,0,0,0,35912,35875,36274,35608,36717,34868,1667,1249,9231,2684,943,29005,0
70000,2,2,2,35,0,0,0,0,0,0,33021,32399,32083,32623,0,30524,1697,1056,26727,1448,0,4727,0
200000,2,3,1,57,0,1,1,0,0,0,84547,84312,80693,79110,76213,69788,10071,0,0,32905,6940,70377,1
60000,1,3,1,22,-2,-1,-1,-1,-1,-1,16351,16647,15706,15936,16297,15072,0,15814,15736,14618,15306,13684,0
30000,1,1,2,37,0,0,0,0,0,0,14470,14234,13835,13199,13747,13917,595,9959,498,539,1142,11901,0
100000,2,2,1,25,-1,-1,-1,-1,-1,0,81814,80629,81694,79240,81826,80232,74360,81396,79131,70269,77755,3635,1
130000,2,2,2,26,0,0,-1,0,0,-1,56363,55232,59065,57655,53740,51421,899,1154,55884,1908,1529,51660,0
100000,2,3,2,26,0,-1,-1,0,0,0,62362,62952,62765,63010,0,62319,7601,58987,63617,961,0,1939,1
380000,2,1,1,28,-1,0,0,-1,-2,-1,194193,180271,176843,180797,0,175539,181151,2000,6368,170836,0,158915,0
60000,2,2,2,38,-2,-2,0,0,0,0,0,28176,27851,26474,25593,24950,0,0,1095,744,991,2546,0
260000,2,1,1,41,0,0,0,2,2,2,54070,50944,50112,43679,42936,0,1714,1911,2784,0,0,162,1
550000,2,1,1,26,0,0,0,0,0,1,223279,215375,209687,201740,204432,201591,25092,13138,203495,11241,5306,5795,1
150000,1,2,2,43,0,0,0,0,0,0,117597,118982,116385,115948,117877,117111,13231,6316,3635,1477,124481,7144,0
140000,2,2,1,22,0,0,0,0,0,0,127360,126926,127245,124269,121964,122312,3685,4227,9273,9158,5751,109430,1
100000,1,2,1,26,0,2,2,0,0,0,23855,24343,23131,23755,23439,22912,643,308,0,1701,1041,705,1
60000,1,2,1,35,0,0,0,0,0,0,23471,24219,23972,23834,22982,22186,1500,557,936,2242,1459,2817,0
300000,2,2,1,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,208,0,0,0
550000,2,2,1,39,0,0,0,0,0,0,384749,381187,387109,377025,375653,374290,28957,101985,23340,15628,27215,199116,0
40000,2,1,1,42,-1,-1,-2,-2,-2,-2,15529,15931,0,0,15803,16111,15732,15798,0,0,0,0,0
170000,2,2,2,43,1,0,0,0,0,0,130500,132703,133539,131826,0,123466,3370,97554,15554,80429,0,7647,0
160000,2,2,1,29,0,0,-1,-1,-1,-1,45993,45138,40958,40504,40053,36480,2855,987,37417,37848,40651,36859,0
90000,2,1,2,46,2,2,2,1,1,1,20326,19763,19051,20016,18779,17403,0,0,204,0,0,492,1
140000,1,2,2,27,0,1,0,-1,0,-1,65048,-258,67771,67835,68971,65814,4074,0,5504,62604,2556,65583,0
480000,2,1,2,48,0,0,0,-1,-1,-1,354073,348000,337173,328275,323364,327629,13281,24627,10913,320078,310986,291018,0
130000,1,2,1,24,1,0,0,0,0,-1,32139,32921,30125,28771,29871,29807,440,5233,1223,518,1791,29159,1
40000,1,3,2,49,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,140,0,0,0
100000,1,2,1,30,0,0,0,0,0,0,45536,46261,47725,48236,46683,45989,2178,2148,2499,4121,23989,3344,0
40000,1,2,2,22,-1,0,-1,-2,-2,-2,16444,15678,15857,16056,14942,14878,16326,457,14040,0,0,0,0
60000,2,2,2,38,-2,-1,0,0,-1,0,42705,43280,42692,40947,41012,40570,0,38646,3871,2071,40546,4001,0
190000,2,2,2,30,2,1,1,4,4,7,111377,109486,0,-986,107608,101994,0,3902,0,0,0,0,1
