LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
260000,1,2,1,28,0,0,1,0,0,0,110444,109463,107976,101192,99868,103334,1538,117559,0,6925,6133,8625,1
70000,2,1,2,27,-1,0,0,0,0,1,-242,22931,23757,23635,24259,21936,203,1840,264,3098,16661,0,0
350000,2,2,1,30,0,0,0,0,0,0,92080,92530,82363,85878,86488,80305,13445,1710,7980,18365,6482,39764,0
40000,2,2,1,22,0,0,0,0,0,0,14509,0,14044,13310,13454,-517,494,0,7911,690,871,0,0
140000,2,2,2,31,-1,0,0,0,1,2,48771,48812,49497,50242,46741,45126,44813,13390,2851,1179,1912,777,1
120000,2,1,1,54,-1,-2,-2,-1,-1,-1,31706,29559,31449,32188,29708,25346,29206,0,0,30740,26376,25208,0
300000,2,2,1,50,1,1,0,0,0,0,49745,35766,39933,46839,42170,40771,2150,1056,2338,3833,1365,36584,0
100000,1,2,1,34,1,0,2,1,1,0,49719,49604,49723,50544,49925,47998,2746,1018,253,2653,2492,1163,0
260000,2,2,1,35,-2,-1,-1,-1,0,0,219222,217820,212291,209521,203282,0,0,217261,191170,207694,46827,0,0
200000,2,2,1,40,-1,0,-2,-2,-1,-1,38497,40961,0,0,42146,38704,34734,33222,0,0,37683,39436,0
110000,1,1,1,27,0,0,-1,0,0,0,49619,48889,48431,47881,46075,46194,1097,966,46122,37349,3451,677,0
240000,2,2,1,47,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,69,1
550000,1,2,1,29,-2,-1,-1,-2,-2,-2,0,81704,91070,79407,74853,65300,0,79684,86223,0,0,0,0
60000,2,2,2,25,-1,-2,-2,-1,-1,-1,5518,5661,5361,4438,3691,2138,5514,0,0,3954,3565,2162,0
70000,2,3,2,41,0,1,0,0,0,0,22254,20714,20114,20593,18219,18348,2852,1136,1347,1224,2250,895,0
100000,2,1,2,43,0,0,0,0,0,0,15043,15236,15924,15287,16585,14453,6675,892,1011,1356,1528,738,0
190000,2,2,2,30,0,1,2,1,0,0,21109,22789,17722,15603,14307,17471,1729,756,530,189,196,1024,1
180000,2,2,2,24,0,0,1,0,0,0,62099,59542,57538,0,0,52829,1406,2562,2617,0,0,2200,0
90000,2,3,1,30,0,0,0,0,0,0,25961,23768,24824,23856,23281,23239,3347,768,914,1331,20119,15872,0
180000,2,1,1,22,-2,-1,-1,0,0,0,0,112594,110868,111090,110522,108552,9,100011,102573,8972,7572,5946,0
120000,1,3,1,42,0,0,0,0,1,1,12924,14432,14596,12113,0,12198,829,1732,3572,1175,0,80,0
190000,2,2,1,34,1,7,0,0,2,1,128315,125103,121428,122387,121182,117034,0,0,5515,8953,3358,0,1
100000,1,1,1,36,0,0,0,1,0,0,74535,73273,72499,71265,72382,71278,7427,15264,620,3899,3885,5016,0
140000,1,3,1,47,-1,0,0,0,0,0,82704,81564,81211,80973,80125,77808,75181,18075,4377,3923,43960,7990,0
260000,1,1,1,43,-2,-2,-2,-2,-1,-1,47068,0,42520,0,38617,43893,0,0,0,0,34014,41688,0
60000,2,2,2,43,-1,0,0,0,0,0,34527,36465,33983,33931,34079,33369,33672,1714,2254,1075,461,963,0
60000,1,1,2,33,-1,-1,0,0,0,0,14848,13850,13661,13128,12937,13120,13935,12479,421,291,2088,1578,0
320000,2,3,2,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,84,0
60000,2,2,1,46,0,-1,0,0,-1,-1,10551,10055,9115,10422,10135,9385,2534,9577,216,794,9840,8557,0
160000,2,1,1,40,-2,-1,0,0,0,0,0,86625,82840,80723,80649,77554,0,77771,2381,9021,8897,7009,0
70000,1,3,2,45,0,0,0,0,0,0,30249,28964,28535,29385,29392,27157,952,4117,1953,1754,2570,21310,0
170000,2,2,1,37,1,0,-1,0,0,0,109986,109220,-1366,108724,108118,107752,0,27273,155,16500,72007,96809,0
140000,1,2,1,23,-1,-2,-2,-2,-1,0,83763,0,80936,79762,78696,80478,81456,0,0,0,74602,690,0
320000,2,2,1,36,0,0,0,-1,-1,-2,115423,112613,111899,105609,106194,97843,3292,12092,4454,99184,107282,0,0
130000,1,1,2,30,1,0,0,0,0,0,91655,93312,92531,90643,91565,90002,2283,5105,4709,6170,9150,6677,0
360000,2,1,2,38,-1,-1,-2,-1,-1,0,144793,144630,135621,135617,134089,132829,143255,145418,0,136819,129270,144538,0
150000,2,1,1,38,0,-1,0,0,0,0,59764,62634,61672,56348,0,55187,64038,58037,1472,879,0,4343,0
70000,2,2,1,22,-2,-2,-1,-2,-2,-2,39877,39535,40316,40265,0,39362,0,0,36376,0,0,0,0
30000,2,2,1,41,-2,-1,-1,-1,-1,0,0,8596,9370,8792,8509,8642,0,8570,8778,8372,7701,142,0
100000,2,1,1,34,0,0,0,0,0,0,29878,28105,28794,28819,28567,28002,4237,907,20004,26790,3792,13075,0
100000,1,3,2,31,2,2,2,3,3,2,31893,31637,31436,30706,31101,29931,848,0,0,0,1043,553,1
160000,2,2,1,47,-1,-1,-1,-2,-2,-2,83482,83874,79632,81032,77017,74630,82760,83435,71038,0,0,0,0
150000,2,2,1,45,0,0,0,-1,-1,-1,116240,115488,113305,111476,109190,109481,4311,58489,3168,98425,98926,98226,1
370000,2,2,2,45,0,0,0,1,2,2,209945,209136,201326,199292,198731,201420,43973,22342,12533,0,0,928,0
120000,2,2,1,32,0,1,0,0,1,0,40300,37110,38546,37328,38106,36918,1907,0,520,379,626,1677,1
230000,2,2,1,35,0,0,0,0,0,0,65874,65124,66843,65459,61270,61089,13164,1776,59207,1391,2244,1289,0
140000,1,1,1,41,0,0,-1,0,0,0,88784,87856,85098,80562,83104,82708,3366,4711,78828,1696,6291,3657,0
160000,2,1,1,40,0,0,1,0,0,1,143229,144514,-800,143780,140684,137686,8108,7370,0,83694,4751,0,1
190000,2,3,1,23,1,3,5,2,2,2,130802,133641,133486,129944,125478,127001,0,0,3849,0,0,0,1
380000,2,2,2,42,-1,-1,-1,-1,-1,0,54427,53402,47194,48090,38440,43122,54115,54331,43236,44227,38127,3035,0
140000,1,1,1,30,1,2,1,0,0,0,62768,62213,62564,60957,57032,56102,2083,1569,1387,6045,4845,2289,1
240000,1,3,2,23,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,166,0,0,0,0
60000,2,2,1,50,-1,0,0,0,0,0,18838,18312,19096,-1764,17183,15785,18570,480,437,14,125,663,0
120000,2,2,1,35,0,0,0,1,1,2,99833,96983,96659,95378,95844,94985,6224,9637,3154,0,5553,0,1
50000,1,2,1,30,0,0,0,1,2,2,14652,14173,14337,13606,13228,12978,1805,2081,510,128,0,303,0
120000,1,2,2,22,0,0,0,0,0,0,67807,65093,67467,64634,64700,63896,1612,2502,10234,10370,2008,4876,1
290000,1,1,1,24,2,2,1,1,1,1,57622,53091,0,51381,49650,49920,326,0,347,2712,1262,1751,1
150000,2,2,1,34,0,0,0,0,0,0,86265,88371,85334,80778,79958,81422,3198,11732,82592,11253,4033,12616,0
110000,2,2,2,38,1,1,1,0,0,0,84258,85293,-404,82567,83891,80538,4735,1963,65,6008,3041,5501,0
210000,2,2,1,44,2,0,-1,0,0,0,66047,70108,67880,66577,65936,64657,0,2681,62062,4702,1274,48104,1
240000,2,1,1,39,0,0,0,0,0,0,109776,109003,104443,103501,99048,101633,6098,2465,7070,4478,13405,88124,0
440000,1,1,2,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,269,0,0,0
50000,2,3,1,42,-2,-2,-2,-2,-1,-1,14388,0,12819,0,12486,13332,0,13,0,0,12443,13294,0
70000,2,2,2,32,-1,0,0,-1,-2,-2,35927,36444,35658,35592,35136,35178,36640,2965,25562,33828,0,0,0
50000,2,2,1,35,-2,-2,-1,0,0,0,15235,14195,14789,14743,13627,13325,0,0,14102,553,10901,456,0
490000,1,2,1,22,-2,-2,-2,-1,-1,-1,74975,0,73459,72028,63363,67733,0,0,0,70867,63629,67783,0
60000,2,1,1,28,0,1,0,0,0,0,11648,11051,10027,9941,10429,10549,436,619,219,256,2225,595,1
110000,1,1,1,44,2,3,2,0,1,0,46779,46214,46256,45671,45776,0,22,0,0,1721,2254,0,1
310000,2,2,1,36,0,-2,-2,-1,0,0,153099,150963,0,153907,154119,149715,5078,0,0,147803,6811,4237,1
60000,2,2,1,44,-2,-2,-2,-1,-1,-1,29716,29937,28769,28728,29345,28446,0,0,0,26004,27875,26554,0
320000,1,3,1,60,0,-1,0,0,0,0,32747,26494,24065,28257,24655,17805,2902,24898,1073,1019,456,14477,0
